verb,frame_no,active_score,passive_score,pass_drop
emitted,11,-33.855499267578125,-39.89064025878906,6.0351409912109375
resembled,17,-29.162216186523438,-39.15809631347656,9.995880126953125
emanated,12,-45.14723587036133,-50.266334533691406,5.119098663330078
profited,1,-42.66737747192383,-45.250606536865234,2.5832290649414062
liked,34,-36.34443664550781,-35.67112731933594,-0.673309326171875
radiated,13,-33.65747833251953,-42.26952362060547,8.612045288085938
earned,8,-30.392269134521484,-34.72242736816406,4.330158233642578
benefited,1,-28.38187026977539,-40.1947021484375,11.81283187866211
liked,34,-26.492435455322266,-32.97184753417969,6.479412078857422
hit,26,-31.883575439453125,-33.74143981933594,1.8578643798828125
radiated,15,-42.28518295288086,-38.599998474121094,-3.6851844787597656
lasted,25,-28.57633399963379,-54.79391860961914,26.21758460998535
strengthened,1,-34.53462219238281,-41.66258239746094,7.127960205078125
knew,33,-30.048343658447266,-39.399513244628906,9.35116958618164
profited,2,-43.032833099365234,-43.051658630371094,0.018825531005859375
approximated,19,-30.02694320678711,-31.871807098388672,1.8448638916015625
remembered,35,-31.925403594970703,-42.31378936767578,10.388385772705078
emitted,15,-38.32258987426758,-33.27782440185547,-5.044765472412109
saw,31,-28.222686767578125,-42.9686393737793,14.745952606201172
took,25,-27.148975372314453,-46.1744270324707,19.02545166015625
pushed,27,-31.93105125427246,-33.460662841796875,1.529611587524414
washed,28,-34.26153564453125,-41.42193603515625,7.160400390625
required,25,-33.077850341796875,-48.632469177246094,15.554618835449219
mirrored,20,-32.51914978027344,-40.582183837890625,8.063034057617188
profited,3,-36.326026916503906,-40.47693634033203,4.150909423828125
remembered,35,-32.2126579284668,-31.310462951660156,-0.9021949768066406
matched,17,-29.86204719543457,-36.3739013671875,6.51185417175293
carried,30,-30.4608154296875,-28.966785430908203,-1.4940299987792969
strengthened,5,-33.25798416137695,-28.862632751464844,-4.395351409912109
cost,8,-24.712560653686523,-41.52595520019531,16.81339454650879
washed,28,-30.549823760986328,-32.72779846191406,2.1779747009277344
matched,19,-29.200946807861328,-28.66937255859375,-0.5315742492675781
approximated,20,-34.69396209716797,-44.811668395996094,10.117706298828125
pushed,27,-31.609268188476562,-36.15702819824219,4.547760009765625
emanated,13,-39.82109832763672,-44.2206916809082,4.399593353271484
emanated,14,-33.97823715209961,-45.99469757080078,12.016460418701172
cost,7,-28.858856201171875,-41.58420944213867,12.725353240966797
fetched,7,-34.70408248901367,-35.73167037963867,1.027587890625
hit,26,-24.469629287719727,-29.745054244995117,5.275424957275391
hit,26,-26.61005973815918,-44.057498931884766,17.447439193725586
dropped,29,-27.49721908569336,-38.0750732421875,10.57785415649414
dropped,29,-29.366512298583984,-35.24634552001953,5.879833221435547
dropped,29,-31.09579086303711,-35.82857131958008,4.732780456542969
took,22,-23.846471786499023,-38.70568084716797,14.859209060668945
resembled,16,-37.26832962036133,-41.555503845214844,4.287174224853516
hit,26,-29.581642150878906,-31.382305145263672,1.8006629943847656
took,23,-22.894573211669922,-34.744667053222656,11.850093841552734
knew,33,-30.26305389404297,-32.01517105102539,1.7521171569824219
carried,30,-26.262210845947266,-34.18463897705078,7.922428131103516
discharged,14,-34.74005889892578,-44.69129943847656,9.951240539550781
pushed,27,-39.86754608154297,-34.755680084228516,-5.111865997314453
liked,34,-30.136749267578125,-29.3394775390625,-0.797271728515625
resembled,18,-36.59433364868164,-40.73634338378906,4.142009735107422
heard,32,-30.62635040283203,-32.47685623168945,1.8505058288574219
washed,28,-33.75702667236328,-38.49006271362305,4.733036041259766
emanated,15,-39.86640930175781,-41.428409576416016,1.5620002746582031
earned,6,-40.905948638916016,-44.92120361328125,4.015254974365234
earned,10,-29.473695755004883,-35.622371673583984,6.148675918579102
benefited,5,-27.021713256835938,-32.17856979370117,5.156856536865234
emitted,12,-34.48750686645508,-38.40277099609375,3.915264129638672
discharged,13,-36.920135498046875,-38.95281982421875,2.032684326171875
dropped,29,-31.359390258789062,-30.557069778442383,-0.8023204803466797
pushed,27,-31.67977523803711,-32.85082244873047,1.1710472106933594
profited,5,-34.368751525878906,-33.510746002197266,-0.8580055236816406
matched,18,-35.95234680175781,-38.16535186767578,2.2130050659179688
strengthened,3,-31.482864379882812,-33.60439682006836,2.121532440185547
knew,33,-28.548707962036133,-34.14169692993164,5.592988967895508
matched,16,-37.271690368652344,-37.50261688232422,0.230926513671875
saw,31,-32.800926208496094,-36.096160888671875,3.2952346801757812
cost,10,-32.46851348876953,-47.84202194213867,15.37350845336914
lasted,24,-29.765533447265625,-43.4315299987793,13.665996551513672
remembered,35,-28.018051147460938,-33.31437683105469,5.29632568359375
approximated,16,-39.88868713378906,-41.823829650878906,1.9351425170898438
hit,26,-31.66309928894043,-34.137325286865234,2.4742259979248047
radiated,14,-36.239051818847656,-44.322635650634766,8.08358383178711
benefited,4,-32.74147033691406,-30.831436157226562,-1.9100341796875
fetched,8,-29.041200637817383,-38.991214752197266,9.950014114379883
remembered,35,-34.30104446411133,-37.41071319580078,3.109668731689453
required,24,-35.893611907958984,-41.50102996826172,5.607418060302734
fetched,9,-33.65888214111328,-42.432342529296875,8.773460388183594
benefited,2,-36.29132843017578,-36.121307373046875,-0.17002105712890625
heard,32,-32.58411407470703,-31.891088485717773,-0.6930255889892578
required,22,-28.47136116027832,-36.1708984375,7.69953727722168
discharged,15,-40.77943420410156,-39.23893737792969,-1.540496826171875
resembled,20,-30.69191551208496,-45.81194305419922,15.120027542114258
emanated,11,-31.045085906982422,-39.195919036865234,8.150833129882812
required,21,-28.07015609741211,-35.4473991394043,7.3772430419921875
lasted,22,-23.081890106201172,-42.42333984375,19.341449737548828
liked,34,-27.883750915527344,-39.77264404296875,11.888893127441406
knew,33,-28.526031494140625,-35.538002014160156,7.011970520019531
mirrored,16,-42.11949920654297,-39.27873229980469,-2.8407669067382812
remembered,35,-34.897064208984375,-41.89091110229492,6.993846893310547
required,23,-29.170013427734375,-37.644065856933594,8.474052429199219
emitted,13,-34.763092041015625,-34.0814094543457,-0.6816825866699219
mirrored,17,-31.6648006439209,-38.94994354248047,7.28514289855957
helped,2,-33.286903381347656,-36.23905944824219,2.9521560668945312
dropped,29,-37.316795349121094,-32.21897888183594,-5.097816467285156
saw,31,-28.71094512939453,-41.69943618774414,12.98849105834961
knew,33,-27.559762954711914,-35.878936767578125,8.319173812866211
radiated,12,-38.788150787353516,-43.81204605102539,5.023895263671875
carried,30,-31.462202072143555,-39.93782043457031,8.475618362426758
lasted,23,-22.533676147460938,-45.1396484375,22.605972290039062
liked,34,-28.627685546875,-41.51506042480469,12.887374877929688
earned,9,-30.867677688598633,-37.10361099243164,6.235933303833008
matched,20,-31.37268829345703,-38.6994743347168,7.326786041259766
carried,30,-31.217975616455078,-31.5806827545166,0.36270713806152344
washed,28,-35.29963684082031,-40.821102142333984,5.521465301513672
radiated,11,-30.498031616210938,-38.3117790222168,7.813747406005859
helped,4,-32.28412628173828,-27.222251892089844,-5.0618743896484375
mirrored,19,-26.016815185546875,-31.585573196411133,5.568758010864258
took,21,-20.342960357666016,-29.989591598510742,9.646631240844727
lasted,21,-22.420562744140625,-39.25395965576172,16.833396911621094
discharged,11,-32.818153381347656,-38.685394287109375,5.867240905761719
profited,4,-42.060001373291016,-31.709945678710938,-10.350055694580078
discharged,12,-38.15229797363281,-44.85520553588867,6.702907562255859
benefited,3,-28.88958168029785,-33.662925720214844,4.773344039916992
helped,5,-32.92631912231445,-28.610565185546875,-4.315753936767578
cost,9,-29.139671325683594,-42.1346549987793,12.994983673095703
cost,6,-40.10639572143555,-49.27799987792969,9.17160415649414
saw,31,-30.48871421813965,-34.15278244018555,3.6640682220458984
fetched,6,-44.501182556152344,-49.195770263671875,4.694587707519531
took,24,-31.802974700927734,-39.61808395385742,7.8151092529296875
washed,28,-29.59351348876953,-37.208702087402344,7.6151885986328125
heard,32,-23.678112030029297,-31.714210510253906,8.03609848022461
emitted,14,-36.194984436035156,-44.5222282409668,8.32724380493164
pushed,27,-28.401790618896484,-36.39276885986328,7.990978240966797
saw,31,-25.539554595947266,-33.764610290527344,8.225055694580078
carried,30,-24.21990203857422,-36.56134033203125,12.341438293457031
approximated,18,-41.39512252807617,-45.17694854736328,3.7818260192871094
heard,32,-30.499011993408203,-41.31414031982422,10.815128326416016
heard,32,-32.467681884765625,-44.125091552734375,11.65740966796875
strengthened,2,-34.701622009277344,-36.12700653076172,1.425384521484375
helped,1,-30.376331329345703,-37.511287689208984,7.134956359863281
fetched,10,-35.483428955078125,-44.32925796508789,8.845829010009766
resembled,19,-25.91777229309082,-31.0866756439209,5.168903350830078
helped,3,-31.285343170166016,-30.072521209716797,-1.2128219604492188
approximated,17,-35.58443832397461,-42.62848663330078,7.044048309326172
mirrored,18,-35.98359680175781,-39.758697509765625,3.7751007080078125
earned,7,-33.55717849731445,-31.83559799194336,-1.7215805053710938
strengthened,4,-38.9663200378418,-32.6986198425293,-6.2677001953125
