verb,frame_no,active_score,passive_score,pass_drop
approximated,17,-38.417579650878906,-41.63648986816406,3.2189102172851562
helped,2,-32.45127487182617,-35.83661651611328,3.3853416442871094
washed,28,-33.42205047607422,-38.6404914855957,5.218441009521484
remembered,35,-36.55394744873047,-42.56595230102539,6.012004852294922
profited,1,-38.04052734375,-44.41477966308594,6.3742523193359375
knew,33,-28.65142059326172,-37.963314056396484,9.311893463134766
radiated,11,-28.317394256591797,-33.04143524169922,4.724040985107422
heard,32,-23.66427993774414,-33.389625549316406,9.725345611572266
saw,31,-26.6898250579834,-34.058258056640625,7.368432998657227
lasted,24,-23.105607986450195,-52.789764404296875,29.68415641784668
fetched,10,-39.70201110839844,-43.975685119628906,4.273674011230469
liked,34,-29.971446990966797,-32.51335144042969,2.5419044494628906
lasted,21,-21.779987335205078,-39.291015625,17.511028289794922
radiated,14,-37.58823013305664,-45.91202926635742,8.323799133300781
took,24,-28.668502807617188,-46.18055725097656,17.512054443359375
carried,30,-32.99955368041992,-30.41095542907715,-2.5885982513427734
emanated,12,-38.54888916015625,-44.382591247558594,5.833702087402344
benefited,3,-27.272327423095703,-31.953784942626953,4.68145751953125
carried,30,-33.75273132324219,-40.76995849609375,7.0172271728515625
emitted,13,-32.451698303222656,-34.62651062011719,2.1748123168945312
saw,31,-27.851085662841797,-41.64788818359375,13.796802520751953
benefited,5,-27.853870391845703,-34.42134475708008,6.567474365234375
matched,18,-35.20039749145508,-36.76543426513672,1.5650367736816406
remembered,35,-31.502195358276367,-35.056549072265625,3.554353713989258
strengthened,3,-30.425880432128906,-29.972537994384766,-0.4533424377441406
earned,8,-31.96807289123535,-37.11859130859375,5.150518417358398
emitted,15,-40.08376693725586,-38.38663101196289,-1.6971359252929688
helped,5,-34.755279541015625,-28.44354248046875,-6.311737060546875
earned,6,-42.55779266357422,-49.7681884765625,7.210395812988281
lasted,22,-21.43524742126465,-47.447296142578125,26.012048721313477
hit,26,-31.80805778503418,-35.50710678100586,3.6990489959716797
cost,6,-40.068260192871094,-56.6676025390625,16.599342346191406
pushed,27,-30.406877517700195,-36.53276824951172,6.125890731811523
hit,26,-26.15001678466797,-41.34188461303711,15.19186782836914
heard,32,-29.17303466796875,-34.926578521728516,5.753543853759766
discharged,14,-42.74936294555664,-40.361854553222656,-2.3875083923339844
matched,17,-30.72086524963379,-33.25421142578125,2.533346176147461
pushed,27,-35.82323455810547,-34.19411087036133,-1.6291236877441406
emitted,11,-34.715518951416016,-34.03966522216797,-0.6758537292480469
fetched,7,-36.379112243652344,-39.108497619628906,2.7293853759765625
emanated,13,-40.7989387512207,-39.711395263671875,-1.0875434875488281
cost,8,-23.656063079833984,-43.372806549072266,19.71674346923828
carried,30,-24.376558303833008,-36.06877899169922,11.692220687866211
benefited,4,-29.379507064819336,-31.790019989013672,2.410512924194336
matched,20,-28.703432083129883,-39.437339782714844,10.733907699584961
washed,28,-31.342971801757812,-33.14247512817383,1.7995033264160156
discharged,13,-40.249610900878906,-42.235877990722656,1.98626708984375
profited,3,-36.54515838623047,-39.68809509277344,3.1429367065429688
liked,34,-26.24136734008789,-30.840957641601562,4.599590301513672
discharged,15,-40.340126037597656,-43.53264236450195,3.192516326904297
liked,34,-32.4101676940918,-37.81278610229492,5.402618408203125
remembered,35,-28.703516006469727,-34.123817443847656,5.42030143737793
discharged,12,-42.300628662109375,-46.71757507324219,4.4169464111328125
dropped,29,-31.058948516845703,-32.6492919921875,1.5903434753417969
helped,4,-30.815366744995117,-29.186891555786133,-1.6284751892089844
pushed,27,-33.22132110595703,-36.383262634277344,3.1619415283203125
approximated,18,-44.074607849121094,-43.316322326660156,-0.7582855224609375
matched,16,-39.898841857910156,-38.1302375793457,-1.7686042785644531
mirrored,19,-29.812114715576172,-33.161293029785156,3.3491783142089844
knew,33,-25.79631805419922,-38.22357177734375,12.427253723144531
mirrored,20,-32.75333023071289,-38.22148132324219,5.468151092529297
took,22,-23.82073211669922,-40.32170867919922,16.5009765625
liked,34,-31.105085372924805,-41.816200256347656,10.711114883422852
took,21,-21.659439086914062,-33.24060821533203,11.581169128417969
approximated,16,-49.387786865234375,-41.72608184814453,-7.661705017089844
hit,26,-31.029293060302734,-32.87976837158203,1.8504753112792969
earned,9,-34.145835876464844,-40.961692810058594,6.81585693359375
strengthened,2,-32.806453704833984,-37.97598648071289,5.169532775878906
dropped,29,-31.725326538085938,-35.53895568847656,3.813629150390625
emitted,12,-34.26398849487305,-36.9163932800293,2.65240478515625
benefited,1,-28.064199447631836,-39.29740524291992,11.233205795288086
pushed,27,-32.023040771484375,-36.01259231567383,3.989551544189453
benefited,2,-38.30162048339844,-36.82950210571289,-1.4721183776855469
cost,9,-30.221805572509766,-47.78791809082031,17.566112518310547
resembled,20,-33.51720428466797,-48.65242004394531,15.135215759277344
matched,19,-30.996370315551758,-29.074058532714844,-1.922311782836914
strengthened,4,-38.95203399658203,-33.46411895751953,-5.4879150390625
pushed,27,-30.701196670532227,-32.83567810058594,2.134481430053711
profited,2,-45.435157775878906,-43.84861755371094,-1.5865402221679688
required,22,-29.129018783569336,-42.377681732177734,13.248662948608398
dropped,29,-28.073474884033203,-40.36045837402344,12.286983489990234
fetched,8,-31.13820457458496,-39.42033767700195,8.282133102416992
cost,7,-28.567813873291016,-43.97430419921875,15.406490325927734
resembled,17,-29.18857192993164,-38.83344268798828,9.64487075805664
resembled,18,-33.67967987060547,-41.2991943359375,7.619514465332031
approximated,19,-34.4288330078125,-32.99159622192383,-1.4372367858886719
remembered,35,-29.463075637817383,-46.7386360168457,17.27556037902832
earned,7,-34.583152770996094,-34.210609436035156,-0.3725433349609375
washed,28,-34.49003601074219,-38.57610321044922,4.086067199707031
lasted,25,-27.062196731567383,-51.79072952270508,24.728532791137695
emitted,14,-41.348026275634766,-45.0606689453125,3.7126426696777344
saw,31,-27.88715171813965,-41.352455139160156,13.465303421020508
required,24,-31.549760818481445,-48.462669372558594,16.91290855407715
strengthened,5,-35.50018310546875,-30.074779510498047,-5.425403594970703
emanated,11,-36.161930084228516,-34.15747833251953,-2.0044517517089844
required,25,-36.26132583618164,-48.38289260864258,12.121566772460938
knew,33,-28.12683868408203,-34.12623596191406,5.999397277832031
radiated,12,-36.17568588256836,-41.95581817626953,5.780132293701172
radiated,15,-38.296321868896484,-41.41062545776367,3.1143035888671875
carried,30,-27.005428314208984,-35.39519119262695,8.389762878417969
profited,5,-35.478057861328125,-34.590850830078125,-0.88720703125
resembled,16,-41.79256057739258,-42.34413146972656,0.5515708923339844
fetched,6,-48.692535400390625,-55.05039978027344,6.3578643798828125
washed,28,-35.398590087890625,-36.415199279785156,1.0166091918945312
heard,32,-34.44219207763672,-47.62355041503906,13.181358337402344
cost,10,-32.331756591796875,-46.71040344238281,14.378646850585938
saw,31,-31.047348022460938,-34.15811538696289,3.110767364501953
resembled,19,-29.021217346191406,-33.380401611328125,4.359184265136719
strengthened,1,-33.91298294067383,-40.02350997924805,6.110527038574219
helped,3,-29.703508377075195,-30.576274871826172,0.8727664947509766
dropped,29,-29.510263442993164,-29.992931365966797,0.4826679229736328
washed,28,-33.42464828491211,-39.709434509277344,6.284786224365234
required,23,-29.672969818115234,-41.83283996582031,12.159870147705078
helped,1,-30.366600036621094,-37.6834831237793,7.316883087158203
heard,32,-30.43247413635254,-45.333011627197266,14.900537490844727
hit,26,-29.561269760131836,-34.53491973876953,4.973649978637695
lasted,23,-22.932464599609375,-44.468597412109375,21.5361328125
took,23,-22.028820037841797,-37.5630989074707,15.534278869628906
approximated,20,-44.48296356201172,-46.28917694091797,1.80621337890625
mirrored,16,-42.94203186035156,-38.63798522949219,-4.304046630859375
mirrored,17,-31.718887329101562,-36.894554138183594,5.175666809082031
discharged,11,-36.616607666015625,-35.955894470214844,-0.6607131958007812
earned,10,-28.924604415893555,-38.54510498046875,9.620500564575195
radiated,13,-39.03095245361328,-42.87782287597656,3.8468704223632812
knew,33,-26.92940902709961,-34.275390625,7.345981597900391
took,25,-27.9290828704834,-44.01963806152344,16.09055519104004
remembered,35,-35.468055725097656,-36.53805923461914,1.0700035095214844
emanated,14,-39.365501403808594,-45.27968215942383,5.914180755615234
liked,34,-30.43596839904785,-40.48632049560547,10.050352096557617
dropped,29,-35.33794021606445,-31.294849395751953,-4.0430908203125
hit,26,-27.495834350585938,-34.47768020629883,6.981845855712891
emanated,15,-40.6993293762207,-40.97187042236328,0.2725410461425781
required,21,-26.571199417114258,-37.486328125,10.915128707885742
mirrored,18,-39.01726150512695,-39.746131896972656,0.7288703918457031
saw,31,-32.222694396972656,-33.88170623779297,1.6590118408203125
carried,30,-32.642852783203125,-33.989967346191406,1.3471145629882812
profited,4,-36.76508331298828,-33.910831451416016,-2.8542518615722656
fetched,9,-40.0643196105957,-45.684532165527344,5.620212554931641
heard,32,-29.619535446166992,-34.85633087158203,5.236795425415039
knew,33,-28.59109878540039,-34.86510467529297,6.274005889892578
