verb,frame_no,active_score,passive_score,pass_drop
fetched,6,-42.89545440673828,-49.26906204223633,6.373607635498047
helped,2,-34.13853073120117,-35.10935592651367,0.9708251953125
emanated,12,-41.311485290527344,-43.43708801269531,2.1256027221679688
earned,8,-34.22722244262695,-33.88053894042969,-0.3466835021972656
heard,32,-29.29074478149414,-44.503028869628906,15.212284088134766
lasted,22,-24.373607635498047,-50.31268310546875,25.939075469970703
heard,32,-32.246456146240234,-39.25950622558594,7.013050079345703
strengthened,5,-36.15675354003906,-30.267154693603516,-5.889598846435547
mirrored,18,-34.724884033203125,-37.909027099609375,3.18414306640625
took,24,-28.686351776123047,-40.75631332397461,12.069961547851562
heard,32,-24.80115509033203,-33.86203384399414,9.06087875366211
knew,33,-30.44623565673828,-33.282630920410156,2.836395263671875
cost,9,-26.30453109741211,-37.844810485839844,11.540279388427734
earned,7,-35.937652587890625,-36.818931579589844,0.8812789916992188
took,22,-24.87889862060547,-39.34663009643555,14.467731475830078
strengthened,1,-32.44557189941406,-42.03339385986328,9.587821960449219
washed,28,-31.482303619384766,-37.0395393371582,5.5572357177734375
strengthened,2,-33.997283935546875,-34.432167053222656,0.43488311767578125
matched,19,-29.45245361328125,-28.55833625793457,-0.8941173553466797
profited,1,-37.749229431152344,-42.85986328125,5.110633850097656
fetched,9,-39.119964599609375,-38.53619384765625,-0.583770751953125
carried,30,-33.48832702636719,-31.280851364135742,-2.2074756622314453
carried,30,-31.689044952392578,-30.16039276123047,-1.5286521911621094
liked,34,-33.864593505859375,-37.44741439819336,3.5828208923339844
saw,31,-27.18208885192871,-42.55628967285156,15.374200820922852
remembered,35,-32.1633415222168,-33.501258850097656,1.3379173278808594
remembered,35,-33.79217529296875,-42.11749267578125,8.3253173828125
carried,30,-31.13492202758789,-36.578121185302734,5.443199157714844
required,25,-33.620635986328125,-43.96131896972656,10.340682983398438
pushed,27,-33.25123596191406,-36.370445251464844,3.1192092895507812
emanated,14,-37.39696502685547,-43.765602111816406,6.3686370849609375
hit,26,-27.37432289123535,-32.58911895751953,5.21479606628418
resembled,18,-33.74614334106445,-41.56095886230469,7.814815521240234
pushed,27,-38.47941589355469,-33.72684097290039,-4.752574920654297
emanated,13,-39.64476013183594,-44.75092697143555,5.106166839599609
