verb,frame_no,active_score,passive_score,pass_drop
emanated,13,-39.71505355834961,-43.310829162597656,3.595775604248047
resembled,16,-39.29747772216797,-43.87024688720703,4.5727691650390625
heard,32,-34.546817779541016,-36.402706146240234,1.8558883666992188
dropped,29,-35.55077362060547,-33.585052490234375,-1.9657211303710938
dropped,29,-30.57939338684082,-32.8734016418457,2.294008255004883
helped,2,-35.92698669433594,-34.39540100097656,-1.531585693359375
hit,26,-31.249343872070312,-31.907318115234375,0.6579742431640625
pushed,27,-31.539831161499023,-33.26643753051758,1.7266063690185547
mirrored,18,-33.413352966308594,-41.119873046875,7.706520080566406
required,21,-29.010942459106445,-32.2091178894043,3.1981754302978516
discharged,11,-33.91047286987305,-36.31193923950195,2.4014663696289062
carried,30,-32.93703842163086,-30.636756896972656,-2.300281524658203
strengthened,3,-30.477989196777344,-34.55572509765625,4.077735900878906
mirrored,17,-29.22627067565918,-39.76777648925781,10.541505813598633
heard,32,-23.555837631225586,-29.738292694091797,6.182455062866211
emanated,14,-36.17851638793945,-46.282012939453125,10.103496551513672
took,24,-29.548688888549805,-38.90020751953125,9.351518630981445
fetched,8,-34.840023040771484,-42.247222900390625,7.407199859619141
liked,34,-27.127460479736328,-33.85832214355469,6.730861663818359
earned,7,-36.355445861816406,-33.20601272583008,-3.149433135986328
knew,33,-27.208248138427734,-32.441497802734375,5.233249664306641
earned,8,-33.73066711425781,-33.70697021484375,-0.0236968994140625
profited,4,-36.333465576171875,-33.19629669189453,-3.1371688842773438
radiated,11,-29.82895278930664,-37.79472732543945,7.9657745361328125
washed,28,-32.79558563232422,-38.89543914794922,6.099853515625
benefited,2,-35.8836669921875,-36.77117919921875,0.88751220703125
carried,30,-27.042484283447266,-32.04771423339844,5.005229949951172
emanated,15,-40.58901596069336,-42.333988189697266,1.7449722290039062
fetched,9,-35.472206115722656,-44.117164611816406,8.64495849609375
saw,31,-26.450607299804688,-40.51478958129883,14.06418228149414
liked,34,-32.04326629638672,-41.866397857666016,9.823131561279297
approximated,19,-30.076990127563477,-34.32372283935547,4.246732711791992
remembered,35,-29.09757423400879,-33.83699035644531,4.739416122436523
emitted,12,-34.66539001464844,-32.74952697753906,-1.915863037109375
carried,30,-31.531713485717773,-25.618457794189453,-5.91325569152832
discharged,15,-39.713531494140625,-43.566375732421875,3.85284423828125
emitted,11,-36.312557220458984,-37.62200164794922,1.3094444274902344
cost,10,-33.973609924316406,-49.32033920288086,15.346729278564453
fetched,7,-35.93865203857422,-42.999595642089844,7.060943603515625
remembered,35,-31.945571899414062,-31.992965698242188,0.047393798828125
knew,33,-31.90947723388672,-32.047393798828125,0.13791656494140625
strengthened,2,-32.1949462890625,-36.41827392578125,4.22332763671875
required,25,-32.29931640625,-43.54460144042969,11.245285034179688
took,25,-24.412994384765625,-44.320125579833984,19.90713119506836
hit,26,-28.18946647644043,-33.18967056274414,5.000204086303711
hit,26,-32.71300506591797,-32.350040435791016,-0.3629646301269531
lasted,25,-24.91375160217285,-49.535858154296875,24.622106552124023
matched,18,-31.835773468017578,-37.96861267089844,6.132839202880859
liked,34,-30.798694610595703,-30.47063446044922,-0.3280601501464844
earned,6,-43.11610794067383,-49.03230667114258,5.91619873046875
discharged,14,-35.93373107910156,-44.4395637512207,8.50583267211914
earned,10,-30.377344131469727,-38.465267181396484,8.087923049926758
liked,34,-28.743209838867188,-42.358116149902344,13.614906311035156
dropped,29,-31.554641723632812,-31.4678955078125,-0.0867462158203125
lasted,21,-20.608219146728516,-41.865474700927734,21.25725555419922
hit,26,-32.29817199707031,-27.03999900817871,-5.258172988891602
washed,28,-33.53473663330078,-40.039649963378906,6.504913330078125
cost,6,-39.887657165527344,-53.307212829589844,13.4195556640625
mirrored,20,-31.364334106445312,-38.97821807861328,7.613883972167969
helped,5,-33.648983001708984,-28.442066192626953,-5.206916809082031
strengthened,1,-30.349843978881836,-42.97153091430664,12.621686935424805
profited,5,-35.43385696411133,-31.20846176147461,-4.225395202636719
benefited,1,-26.034534454345703,-39.823753356933594,13.78921890258789
matched,16,-35.70192337036133,-35.49955749511719,-0.20236587524414062
took,23,-22.508243560791016,-39.73570251464844,17.227458953857422
profited,1,-36.86937713623047,-44.79119110107422,7.92181396484375
dropped,29,-27.354694366455078,-37.6666374206543,10.311943054199219
knew,33,-27.858243942260742,-34.539920806884766,6.681676864624023
matched,20,-29.076343536376953,-39.241146087646484,10.164802551269531
emitted,15,-36.9968147277832,-35.247127532958984,-1.7496871948242188
fetched,6,-47.34342575073242,-55.0748405456543,7.731414794921875
benefited,5,-29.695682525634766,-32.093116760253906,2.3974342346191406
mirrored,16,-40.73792266845703,-38.80711364746094,-1.9308090209960938
radiated,14,-33.21669006347656,-46.29319763183594,13.076507568359375
hit,26,-24.831390380859375,-38.75725555419922,13.925865173339844
required,22,-29.008821487426758,-36.764469146728516,7.755647659301758
heard,32,-31.215761184692383,-42.16709899902344,10.951337814331055
required,23,-27.9006404876709,-37.342491149902344,9.441850662231445
took,22,-25.566783905029297,-38.179443359375,12.612659454345703
helped,1,-28.530471801757812,-37.273216247558594,8.742744445800781
