verb,frame_no,active_score,passive_score,pass_drop
hit,26,-23.133947372436523,-40.24215316772461,17.108205795288086
fetched,10,-35.707115173339844,-45.87337112426758,10.166255950927734
pushed,27,-33.04390335083008,-35.627220153808594,2.5833168029785156
earned,8,-33.782081604003906,-33.807682037353516,0.025600433349609375
emitted,13,-31.819459915161133,-34.207069396972656,2.3876094818115234
lasted,25,-28.80232810974121,-49.349090576171875,20.546762466430664
approximated,18,-38.607479095458984,-48.74800109863281,10.140522003173828
mirrored,20,-33.108863830566406,-41.42080307006836,8.311939239501953
heard,32,-30.279197692871094,-35.14943313598633,4.870235443115234
profited,3,-37.68023681640625,-40.18286895751953,2.5026321411132812
knew,33,-28.802074432373047,-38.279396057128906,9.47732162475586
benefited,5,-29.125093460083008,-32.78525161743164,3.660158157348633
radiated,12,-35.41621017456055,-41.36297607421875,5.946765899658203
heard,32,-26.444639205932617,-32.53838348388672,6.093744277954102
profited,5,-39.85566711425781,-35.06623077392578,-4.789436340332031
resembled,20,-30.552806854248047,-48.55421447753906,18.001407623291016
fetched,7,-38.34245300292969,-43.7784423828125,5.4359893798828125
helped,1,-30.10088348388672,-36.969329833984375,6.868446350097656
helped,3,-29.722373962402344,-28.486356735229492,-1.2360172271728516
washed,28,-35.77690124511719,-35.84398651123047,0.06708526611328125
emitted,15,-39.676185607910156,-38.53617477416992,-1.1400108337402344
resembled,17,-28.740686416625977,-42.07027816772461,13.329591751098633
hit,26,-30.115657806396484,-32.8319091796875,2.7162513732910156
heard,32,-34.05501174926758,-43.15221405029297,9.09720230102539
cost,7,-27.66571617126465,-43.657127380371094,15.991411209106445
cost,8,-24.603548049926758,-42.19011688232422,17.58656883239746
radiated,14,-36.13890838623047,-48.336181640625,12.197273254394531
emanated,15,-48.47145080566406,-45.52501678466797,-2.9464340209960938
emitted,12,-29.945009231567383,-37.6432991027832,7.69828987121582
benefited,3,-29.201828002929688,-34.929412841796875,5.7275848388671875
pushed,27,-37.45762634277344,-33.941341400146484,-3.516284942626953
discharged,13,-37.455894470214844,-41.809356689453125,4.353462219238281
saw,31,-30.413896560668945,-36.114559173583984,5.700662612915039
liked,34,-31.51012420654297,-33.893035888671875,2.3829116821289062
carried,30,-32.3001708984375,-41.969818115234375,9.669647216796875
carried,30,-34.29493713378906,-37.233642578125,2.9387054443359375
lasted,23,-24.286754608154297,-43.73882293701172,19.452068328857422
benefited,4,-30.49259376525879,-33.16992950439453,2.677335739135742
radiated,15,-40.66297149658203,-43.63872146606445,2.975749969482422
took,24,-32.085472106933594,-44.69078063964844,12.605308532714844
profited,4,-37.46213150024414,-32.21061325073242,-5.251518249511719
matched,16,-36.012664794921875,-37.29728698730469,1.2846221923828125
earned,9,-32.17931365966797,-38.6290397644043,6.449726104736328
took,25,-27.62871551513672,-42.448768615722656,14.820053100585938
pushed,27,-30.247333526611328,-33.19073486328125,2.943401336669922
strengthened,3,-30.064579010009766,-32.99929428100586,2.9347152709960938
emitted,11,-35.00445556640625,-37.4217643737793,2.417308807373047
remembered,35,-36.226409912109375,-42.19593811035156,5.9695281982421875
discharged,15,-42.79509735107422,-44.0688591003418,1.2737617492675781
discharged,12,-39.35226821899414,-43.58600616455078,4.233737945556641
matched,17,-33.37773895263672,-35.87638854980469,2.4986495971679688
profited,2,-45.11952209472656,-42.16448211669922,-2.9550399780273438
radiated,13,-39.45631790161133,-41.38773727416992,1.9314193725585938
pushed,27,-31.37855339050293,-32.5675048828125,1.1889514923095703
resembled,18,-34.48997497558594,-46.135902404785156,11.645927429199219
cost,9,-31.242021560668945,-45.58319091796875,14.341169357299805
knew,33,-26.85189437866211,-39.625587463378906,12.773693084716797
liked,34,-36.18359375,-36.957542419433594,0.7739486694335938
benefited,2,-37.70042419433594,-39.57685470581055,1.8764305114746094
saw,31,-27.020000457763672,-39.78064727783203,12.76064682006836
benefited,1,-29.177343368530273,-41.35902404785156,12.181680679321289
washed,28,-34.51957702636719,-38.33708953857422,3.8175125122070312
washed,28,-33.07269287109375,-35.220951080322266,2.1482582092285156
cost,10,-29.969127655029297,-45.124542236328125,15.155414581298828
approximated,19,-35.479835510253906,-37.482967376708984,2.003131866455078
remembered,35,-31.059452056884766,-37.32672119140625,6.267269134521484
matched,20,-30.72732925415039,-39.481868743896484,8.754539489746094
resembled,19,-26.470741271972656,-37.15058898925781,10.679847717285156
required,22,-27.63915252685547,-38.953224182128906,11.314071655273438
required,25,-36.065338134765625,-45.65935516357422,9.594017028808594
mirrored,18,-34.413551330566406,-42.23511505126953,7.821563720703125
saw,31,-27.12155532836914,-42.40946578979492,15.287910461425781
dropped,29,-26.697378158569336,-35.076507568359375,8.379129409790039
took,23,-23.444290161132812,-33.84405517578125,10.399765014648438
heard,32,-31.509105682373047,-35.11503601074219,3.6059303283691406
remembered,35,-30.889869689941406,-37.09514617919922,6.2052764892578125
mirrored,17,-32.00889587402344,-39.290367126464844,7.281471252441406
dropped,29,-32.367401123046875,-33.5977783203125,1.230377197265625
hit,26,-30.160064697265625,-31.230316162109375,1.07025146484375
required,24,-32.73794174194336,-46.48453903198242,13.746597290039062
earned,6,-39.836517333984375,-48.06675338745117,8.230236053466797
dropped,29,-32.24342346191406,-32.95319747924805,0.7097740173339844
fetched,9,-41.40650177001953,-45.83162307739258,4.425121307373047
dropped,29,-31.75448989868164,-29.547115325927734,-2.2073745727539062
emitted,14,-38.551170349121094,-46.82442855834961,8.273258209228516
knew,33,-28.044261932373047,-33.41365051269531,5.369388580322266
knew,33,-30.131038665771484,-36.455711364746094,6.324672698974609
lasted,21,-23.781917572021484,-41.379981994628906,17.598064422607422
earned,7,-35.5467643737793,-34.284149169921875,-1.2626152038574219
remembered,35,-29.670669555664062,-35.80780792236328,6.137138366699219
fetched,8,-36.1167106628418,-42.58883285522461,6.4721221923828125
hit,26,-24.403295516967773,-29.130739212036133,4.727443695068359
hit,26,-32.723182678222656,-30.849353790283203,-1.8738288879394531
lasted,22,-21.74298095703125,-46.318546295166016,24.575565338134766
cost,6,-38.868621826171875,-58.56694412231445,19.698322296142578
emanated,14,-39.41618347167969,-47.99755096435547,8.581367492675781
radiated,11,-30.60839080810547,-41.371665954589844,10.763275146484375
required,23,-27.66473388671875,-34.806365966796875,7.141632080078125
took,21,-22.745071411132812,-32.36188888549805,9.616817474365234
strengthened,5,-39.118465423583984,-30.130542755126953,-8.987922668457031
approximated,17,-37.30574035644531,-44.129852294921875,6.8241119384765625
carried,30,-24.377920150756836,-36.02152633666992,11.643606185913086
strengthened,1,-31.412456512451172,-43.44550323486328,12.03304672241211
carried,30,-31.72189712524414,-34.808040618896484,3.0861434936523438
strengthened,2,-33.53542709350586,-37.37916564941406,3.843738555908203
dropped,29,-36.065826416015625,-31.216474533081055,-4.84935188293457
helped,4,-29.747116088867188,-30.201431274414062,0.454315185546875
emanated,13,-46.035255432128906,-42.410133361816406,-3.6251220703125
resembled,16,-39.31867599487305,-45.977508544921875,6.658832550048828
required,21,-28.323503494262695,-36.892120361328125,8.56861686706543
pushed,27,-33.999244689941406,-36.502357482910156,2.50311279296875
matched,18,-33.18527603149414,-38.14950180053711,4.964225769042969
took,22,-23.908477783203125,-39.31938171386719,15.410903930664062
remembered,35,-30.515514373779297,-42.1882209777832,11.672706604003906
liked,34,-29.464374542236328,-41.87250518798828,12.408130645751953
matched,19,-28.219406127929688,-29.09735107421875,0.8779449462890625
mirrored,16,-36.51606750488281,-38.891841888427734,2.375774383544922
saw,31,-31.155010223388672,-34.01412582397461,2.8591156005859375
heard,32,-30.113811492919922,-42.31478500366211,12.200973510742188
discharged,11,-34.01530456542969,-36.350982666015625,2.3356781005859375
discharged,14,-35.75755310058594,-46.90483856201172,11.147285461425781
emanated,11,-35.93406677246094,-37.712093353271484,1.7780265808105469
helped,5,-31.946853637695312,-28.218902587890625,-3.7279510498046875
saw,31,-28.096694946289062,-35.861934661865234,7.765239715576172
fetched,6,-46.988609313964844,-56.802093505859375,9.813484191894531
emanated,12,-43.113868713378906,-43.64764404296875,0.5337753295898438
lasted,24,-27.961544036865234,-50.190162658691406,22.228618621826172
carried,30,-24.813003540039062,-35.28636932373047,10.473365783691406
washed,28,-32.33323669433594,-37.66682434082031,5.333587646484375
mirrored,19,-29.433990478515625,-32.50803756713867,3.074047088623047
earned,10,-29.84807586669922,-36.709720611572266,6.861644744873047
liked,34,-28.97927474975586,-36.229461669921875,7.250186920166016
approximated,16,-39.37583923339844,-41.95941162109375,2.5835723876953125
knew,33,-23.520977020263672,-34.52552795410156,11.00455093383789
washed,28,-36.473533630371094,-37.16046142578125,0.6869277954101562
helped,2,-33.90053939819336,-33.94749450683594,0.046955108642578125
liked,34,-27.57284927368164,-40.59346008300781,13.020610809326172
approximated,20,-34.56626510620117,-46.17589569091797,11.609630584716797
strengthened,4,-37.923919677734375,-32.5450439453125,-5.378875732421875
profited,1,-37.23488998413086,-44.71230697631836,7.4774169921875
