verb,frame_no,active_score,passive_score,pass_drop
strengthened,3,-31.468887329101562,-32.28511047363281,0.81622314453125
fetched,7,-35.499732971191406,-41.72664260864258,6.226909637451172
heard,32,-25.7728214263916,-31.480873107910156,5.708051681518555
hit,26,-28.744552612304688,-31.334278106689453,2.5897254943847656
radiated,11,-28.589405059814453,-38.84280014038086,10.253395080566406
discharged,15,-39.80438232421875,-46.2855224609375,6.48114013671875
radiated,12,-36.4241943359375,-44.014190673828125,7.589996337890625
required,24,-30.87823486328125,-45.77759552001953,14.899360656738281
carried,30,-30.80398178100586,-31.135696411132812,0.3317146301269531
pushed,27,-31.855445861816406,-32.765193939208984,0.9097480773925781
liked,34,-28.276391983032227,-39.0902099609375,10.813817977905273
saw,31,-27.74629783630371,-41.08026123046875,13.333963394165039
pushed,27,-31.792572021484375,-32.09022521972656,0.2976531982421875
knew,33,-29.4462890625,-32.320655822753906,2.8743667602539062
matched,19,-28.751113891601562,-29.40848159790039,0.6573677062988281
emitted,12,-35.967864990234375,-41.84608840942383,5.878223419189453
helped,3,-31.1978759765625,-29.382360458374023,-1.8155155181884766
washed,28,-33.46778106689453,-38.04120635986328,4.57342529296875
dropped,29,-29.4011173248291,-41.35090637207031,11.949789047241211
dropped,29,-31.825193405151367,-32.064476013183594,0.23928260803222656
strengthened,1,-33.3658332824707,-41.87238311767578,8.506549835205078
took,21,-22.314167022705078,-35.0892333984375,12.775066375732422
strengthened,4,-37.71593475341797,-35.2125244140625,-2.5034103393554688
emanated,12,-42.137229919433594,-49.820945739746094,7.6837158203125
saw,31,-27.739286422729492,-39.5954704284668,11.856184005737305
knew,33,-27.598995208740234,-37.216739654541016,9.617744445800781
heard,32,-31.943626403808594,-42.47492218017578,10.531295776367188
benefited,1,-29.213069915771484,-41.42277526855469,12.209705352783203
profited,1,-34.90082550048828,-43.06936264038086,8.168537139892578
knew,33,-28.945068359375,-30.144866943359375,1.199798583984375
liked,34,-27.12337303161621,-34.00382614135742,6.880453109741211
washed,28,-36.05144500732422,-33.20566177368164,-2.845783233642578
