verb,frame_no,active_score,passive_score,pass_drop
emitted,14,-39.19258117675781,-43.974700927734375,4.7821197509765625
saw,31,-27.179588317871094,-40.411922454833984,13.23233413696289
liked,34,-29.508869171142578,-36.39853286743164,6.8896636962890625
earned,10,-28.507118225097656,-36.0576286315918,7.550510406494141
helped,1,-31.628772735595703,-38.40933609008789,6.7805633544921875
earned,9,-32.1515998840332,-37.23338317871094,5.081783294677734
pushed,27,-36.75376892089844,-35.93794631958008,-0.8158226013183594
emanated,14,-43.28955078125,-47.775604248046875,4.486053466796875
pushed,27,-29.8455867767334,-32.209110260009766,2.363523483276367
emitted,11,-37.047691345214844,-38.46642303466797,1.418731689453125
fetched,8,-33.74577331542969,-40.78875732421875,7.0429840087890625
washed,28,-34.226097106933594,-39.167144775390625,4.941047668457031
emanated,13,-44.65260314941406,-43.43915557861328,-1.2134475708007812
liked,34,-29.464801788330078,-41.93451690673828,12.469715118408203
radiated,13,-38.57705307006836,-42.28425216674805,3.7071990966796875
profited,2,-43.78961944580078,-42.48299026489258,-1.3066291809082031
liked,34,-33.20159149169922,-39.63035583496094,6.428764343261719
helped,4,-32.5146484375,-29.684642791748047,-2.830005645751953
resembled,16,-39.881439208984375,-44.97310256958008,5.091663360595703
required,21,-26.880495071411133,-36.16160583496094,9.281110763549805
required,24,-29.848915100097656,-43.77214431762695,13.923229217529297
dropped,29,-34.52818298339844,-32.546058654785156,-1.9821243286132812
saw,31,-32.005027770996094,-34.529258728027344,2.52423095703125
mirrored,16,-38.54362106323242,-37.87451171875,-0.6691093444824219
heard,32,-26.833847045898438,-33.807106018066406,6.973258972167969
liked,34,-29.910423278808594,-43.18472671508789,13.274303436279297
benefited,2,-38.02159881591797,-38.523529052734375,0.5019302368164062
carried,30,-33.08448791503906,-30.476810455322266,-2.607677459716797
emanated,12,-42.86608123779297,-47.89339828491211,5.027317047119141
lasted,25,-25.998918533325195,-51.26591873168945,25.267000198364258
emitted,15,-40.33793640136719,-36.510536193847656,-3.8274002075195312
fetched,7,-35.554222106933594,-40.56578826904297,5.011566162109375
cost,10,-28.919103622436523,-43.804420471191406,14.885316848754883
dropped,29,-30.7313175201416,-30.4379940032959,-0.2933235168457031
matched,19,-31.16240882873535,-27.747377395629883,-3.4150314331054688
remembered,35,-31.215248107910156,-44.47966766357422,13.264419555664062
benefited,4,-32.03245544433594,-32.55415344238281,0.521697998046875
resembled,20,-28.634777069091797,-48.365020751953125,19.730243682861328
carried,30,-31.641063690185547,-36.67557907104492,5.034515380859375
washed,28,-34.69779968261719,-35.746498107910156,1.0486984252929688
washed,28,-29.385753631591797,-34.701908111572266,5.316154479980469
remembered,35,-29.36574935913086,-35.42266082763672,6.056911468505859
resembled,18,-33.26430892944336,-46.23998260498047,12.97567367553711
required,23,-30.543886184692383,-35.99913024902344,5.455244064331055
helped,3,-29.380870819091797,-27.526161193847656,-1.8547096252441406
lasted,22,-23.278234481811523,-45.69926452636719,22.421030044555664
remembered,35,-32.24755859375,-39.356475830078125,7.108917236328125
cost,8,-24.93294906616211,-37.64079666137695,12.707847595214844
washed,28,-31.327301025390625,-38.787960052490234,7.460659027099609
mirrored,20,-32.61170196533203,-39.992462158203125,7.380760192871094
saw,31,-29.228975296020508,-32.74317169189453,3.5141963958740234
profited,1,-40.6002311706543,-48.72987747192383,8.129646301269531
matched,18,-32.46931838989258,-40.6518440246582,8.182525634765625
approximated,16,-41.96943664550781,-39.53824996948242,-2.4311866760253906
matched,16,-32.192413330078125,-37.08509063720703,4.892677307128906
carried,30,-33.974124908447266,-30.697547912597656,-3.2765769958496094
radiated,12,-36.1209831237793,-42.09005355834961,5.9690704345703125
knew,33,-31.13325309753418,-33.20041275024414,2.067159652709961
dropped,29,-33.377685546875,-35.411869049072266,2.0341835021972656
benefited,3,-29.393266677856445,-32.11323547363281,2.719968795776367
mirrored,18,-33.47844696044922,-42.92965316772461,9.45120620727539
knew,33,-27.733022689819336,-32.86259460449219,5.129571914672852
