verb,frame_no,active_score,passive_score,pass_drop
radiated,14,-35.07825469970703,-43.83712387084961,8.758869171142578
emitted,12,-29.09661865234375,-36.45631790161133,7.359699249267578
emitted,13,-33.071651458740234,-36.60664367675781,3.534992218017578
earned,6,-36.50984191894531,-45.950172424316406,9.440330505371094
heard,32,-31.958559036254883,-37.86333465576172,5.904775619506836
fetched,6,-45.13396453857422,-53.37895965576172,8.2449951171875
approximated,18,-40.64887619018555,-42.391963958740234,1.7430877685546875
required,22,-28.48097038269043,-39.30579376220703,10.824823379516602
hit,26,-33.45606994628906,-34.59166717529297,1.1355972290039062
remembered,35,-38.087928771972656,-43.741390228271484,5.653461456298828
saw,31,-31.288854598999023,-37.00181579589844,5.712961196899414
strengthened,2,-32.70942306518555,-35.094696044921875,2.385272979736328
mirrored,19,-30.397136688232422,-30.430665969848633,0.03352928161621094
discharged,13,-35.93626403808594,-40.95154571533203,5.015281677246094
resembled,17,-29.785751342773438,-44.1427001953125,14.356948852539062
hit,26,-24.375812530517578,-39.45909118652344,15.08327865600586
took,21,-21.24329376220703,-32.24909591674805,11.005802154541016
fetched,9,-37.375064849853516,-42.44806671142578,5.073001861572266
pushed,27,-31.33921241760254,-34.173316955566406,2.834104537963867
strengthened,4,-38.53270721435547,-32.820289611816406,-5.7124176025390625
radiated,15,-38.337074279785156,-41.37036895751953,3.033294677734375
emanated,11,-37.38397216796875,-42.922245025634766,5.538272857666016
discharged,11,-32.66496276855469,-39.19552993774414,6.530567169189453
discharged,15,-36.530609130859375,-42.300559997558594,5.769950866699219
matched,17,-30.609954833984375,-39.097965240478516,8.48801040649414
profited,4,-41.05231857299805,-34.70672607421875,-6.345592498779297
knew,33,-29.194576263427734,-34.12059783935547,4.926021575927734
washed,28,-34.355010986328125,-39.21708679199219,4.8620758056640625
heard,32,-31.793987274169922,-44.02820587158203,12.23421859741211
earned,8,-31.70732879638672,-34.89371871948242,3.186389923095703
knew,33,-28.30999755859375,-36.83252716064453,8.522529602050781
approximated,19,-37.4718132019043,-31.460872650146484,-6.0109405517578125
cost,9,-26.60148048400879,-40.226158142089844,13.624677658081055
hit,26,-30.86661148071289,-31.681427001953125,0.8148155212402344
required,25,-31.88996696472168,-45.271976470947266,13.382009506225586
took,25,-26.71723747253418,-42.107505798339844,15.390268325805664
lasted,21,-20.68987274169922,-42.30027770996094,21.61040496826172
took,22,-25.42962646484375,-39.06110763549805,13.631481170654297
took,23,-25.065235137939453,-36.14662551879883,11.081390380859375
heard,32,-30.946144104003906,-34.11509323120117,3.1689491271972656
dropped,29,-31.412418365478516,-32.018707275390625,0.6062889099121094
hit,26,-23.82048988342285,-30.851909637451172,7.03141975402832
fetched,10,-33.53034973144531,-44.77600860595703,11.245658874511719
pushed,27,-32.38398742675781,-36.635196685791016,4.251209259033203
hit,26,-32.8568115234375,-31.681846618652344,-1.1749649047851562
strengthened,1,-31.495479583740234,-41.64104461669922,10.145565032958984
strengthened,5,-36.912010192871094,-26.706344604492188,-10.205665588378906
benefited,5,-28.23612403869629,-29.421812057495117,1.1856880187988281
radiated,11,-30.957618713378906,-41.49369430541992,10.536075592041016
cost,6,-35.68968963623047,-48.37302017211914,12.683330535888672
approximated,20,-36.8409309387207,-42.24186325073242,5.400932312011719
took,24,-28.62884521484375,-47.871665954589844,19.242820739746094
remembered,35,-32.57122039794922,-32.607643127441406,0.0364227294921875
heard,32,-30.92429542541504,-43.114723205566406,12.190427780151367
matched,20,-28.245899200439453,-39.85618591308594,11.610286712646484
carried,30,-21.56082534790039,-32.27537536621094,10.714550018310547
approximated,17,-38.95709228515625,-40.51585388183594,1.5587615966796875
benefited,1,-28.853683471679688,-40.832664489746094,11.978981018066406
liked,34,-30.347305297851562,-32.02793884277344,1.680633544921875
dropped,29,-28.480484008789062,-38.87730407714844,10.396820068359375
earned,7,-33.76076889038086,-35.383506774902344,1.6227378845214844
helped,5,-34.19756317138672,-26.664520263671875,-7.533042907714844
carried,30,-26.317338943481445,-33.74079132080078,7.423452377319336
lasted,24,-23.87036895751953,-54.389015197753906,30.518646240234375
resembled,19,-28.5179500579834,-34.974853515625,6.456903457641602
strengthened,3,-28.509140014648438,-30.083406448364258,1.5742664337158203
mirrored,17,-33.08677673339844,-38.69292449951172,5.606147766113281
knew,33,-31.658992767333984,-39.42387008666992,7.7648773193359375
lasted,23,-27.224441528320312,-43.98244094848633,16.757999420166016
helped,2,-34.78544235229492,-34.76645278930664,-0.01898956298828125
saw,31,-26.561431884765625,-40.29878616333008,13.737354278564453
emanated,15,-48.04074478149414,-44.809776306152344,-3.230968475341797
discharged,12,-36.71549987792969,-40.045902252197266,3.330402374267578
profited,5,-36.69305419921875,-35.041526794433594,-1.6515274047851562
profited,3,-37.57231140136719,-39.48759841918945,1.9152870178222656
cost,7,-25.70580291748047,-37.32106018066406,11.615257263183594
pushed,27,-31.91537857055664,-34.24575424194336,2.3303756713867188
discharged,14,-39.48915100097656,-42.364471435546875,2.8753204345703125
