verb,frame_no,active_score,passive_score,pass_drop
approximated,20,-30.821462631225586,-43.673038482666016,12.85157585144043
radiated,11,-26.839405059814453,-37.89533233642578,11.055927276611328
required,22,-31.12649917602539,-42.011940002441406,10.885440826416016
earned,6,-41.32775115966797,-47.217010498046875,5.889259338378906
emitted,14,-39.02959060668945,-40.30503845214844,1.2754478454589844
fetched,9,-41.196109771728516,-46.30547332763672,5.109363555908203
emanated,12,-43.45485305786133,-46.649017333984375,3.194164276123047
earned,7,-33.49552536010742,-38.87174606323242,5.376220703125
helped,4,-33.56623077392578,-28.246288299560547,-5.319942474365234
fetched,10,-37.35874938964844,-44.194217681884766,6.835468292236328
remembered,35,-28.729225158691406,-41.27287292480469,12.543647766113281
carried,30,-28.53787612915039,-37.241127014160156,8.703250885009766
matched,16,-32.60713577270508,-35.64654541015625,3.039409637451172
radiated,14,-38.29970932006836,-41.743953704833984,3.444244384765625
radiated,12,-39.69490432739258,-42.37297821044922,2.6780738830566406
carried,30,-33.45763397216797,-40.180931091308594,6.723297119140625
washed,28,-31.242048263549805,-38.680389404296875,7.43834114074707
hit,26,-28.030550003051758,-31.152175903320312,3.1216259002685547
profited,5,-40.0902099609375,-35.033634185791016,-5.056575775146484
liked,34,-26.74320411682129,-40.702545166015625,13.959341049194336
emitted,12,-34.25151824951172,-36.85086441040039,2.599346160888672
emitted,11,-33.953670501708984,-34.11492156982422,0.16125106811523438
resembled,17,-28.05529022216797,-42.198524475097656,14.143234252929688
hit,26,-24.66802215576172,-39.141387939453125,14.473365783691406
emitted,13,-30.964462280273438,-37.04857635498047,6.084114074707031
dropped,29,-24.74462890625,-38.944244384765625,14.199615478515625
took,24,-30.880367279052734,-41.58274841308594,10.702381134033203
liked,34,-31.98249053955078,-39.503440856933594,7.5209503173828125
carried,30,-37.157806396484375,-31.863832473754883,-5.293973922729492
lasted,22,-23.060100555419922,-48.991920471191406,25.931819915771484
hit,26,-31.959972381591797,-31.296630859375,-0.6633415222167969
fetched,7,-39.27265167236328,-42.67716979980469,3.4045181274414062
discharged,15,-40.00489044189453,-40.440223693847656,0.435333251953125
hit,26,-30.35840606689453,-30.342121124267578,-0.016284942626953125
remembered,35,-33.438751220703125,-40.82060241699219,7.3818511962890625
knew,33,-23.5067195892334,-35.646583557128906,12.139863967895508
