verb,frame_no,active_score,passive_score,pass_drop
cost,9,-29.804494857788086,-42.21614074707031,12.411645889282227
liked,34,-27.735557556152344,-42.77254104614258,15.036983489990234
washed,28,-36.38880920410156,-39.736934661865234,3.348125457763672
cost,6,-36.18658447265625,-52.061912536621094,15.875328063964844
discharged,15,-39.29849624633789,-43.39183044433594,4.093334197998047
matched,18,-30.163320541381836,-38.678890228271484,8.515569686889648
heard,32,-29.812063217163086,-44.14720916748047,14.335145950317383
discharged,13,-40.49995040893555,-40.993343353271484,0.4933929443359375
emitted,12,-39.440574645996094,-34.258460998535156,-5.1821136474609375
washed,28,-34.4552116394043,-34.35118865966797,-0.10402297973632812
cost,10,-33.27123260498047,-49.351844787597656,16.080612182617188
lasted,25,-24.91965103149414,-51.4670524597168,26.547401428222656
saw,31,-27.697052001953125,-41.30196762084961,13.604915618896484
pushed,27,-30.834421157836914,-30.619461059570312,-0.21496009826660156
profited,5,-40.20367431640625,-34.38737487792969,-5.8162994384765625
discharged,14,-35.792457580566406,-40.06841278076172,4.2759552001953125
dropped,29,-28.853538513183594,-34.60150146484375,5.747962951660156
required,21,-27.953636169433594,-34.1990966796875,6.245460510253906
dropped,29,-32.610843658447266,-31.91384506225586,-0.6969985961914062
carried,30,-33.98703384399414,-37.4078369140625,3.4208030700683594
lasted,21,-20.40454864501953,-39.06505584716797,18.660507202148438
emitted,14,-35.609458923339844,-38.09730529785156,2.4878463745117188
hit,26,-28.92001724243164,-32.343597412109375,3.4235801696777344
helped,1,-27.51863670349121,-36.85110092163086,9.332464218139648
remembered,35,-34.547767639160156,-39.04453659057617,4.496768951416016
knew,33,-27.293230056762695,-32.579071044921875,5.28584098815918
profited,4,-39.890132904052734,-31.622180938720703,-8.267951965332031
radiated,14,-33.8553352355957,-40.99263000488281,7.137294769287109
hit,26,-34.72100067138672,-33.63206100463867,-1.0889396667480469
remembered,35,-32.35177230834961,-32.021087646484375,-0.3306846618652344
emanated,15,-39.76051330566406,-46.21418380737305,6.453670501708984
dropped,29,-26.29657745361328,-37.90532684326172,11.608749389648438
resembled,19,-25.776634216308594,-31.58156967163086,5.804935455322266
emitted,13,-35.70053482055664,-35.89814758300781,0.19761276245117188
earned,10,-30.215450286865234,-37.64249801635742,7.4270477294921875
knew,33,-25.83338165283203,-38.217002868652344,12.383621215820312
