verb,frame_no,active_score,passive_score,pass_drop
saw,31,-26.340251922607422,-30.762939453125,4.422687530517578
washed,28,-35.7593994140625,-31.963420867919922,-3.795978546142578
knew,33,-30.532573699951172,-38.53548812866211,8.002914428710938
cost,7,-26.813823699951172,-39.52259063720703,12.70876693725586
emanated,12,-40.94828796386719,-45.970314025878906,5.022026062011719
saw,31,-32.39704132080078,-33.153194427490234,0.7561531066894531
approximated,18,-41.71759796142578,-45.66596984863281,3.9483718872070312
approximated,19,-35.74555587768555,-36.28875732421875,0.5432014465332031
emanated,15,-44.335205078125,-45.20730209350586,0.8720970153808594
fetched,8,-31.85051727294922,-39.2252311706543,7.374713897705078
pushed,27,-31.786334991455078,-35.437644958496094,3.6513099670410156
emitted,11,-36.95566177368164,-34.94265365600586,-2.0130081176757812
mirrored,17,-31.555553436279297,-35.439178466796875,3.883625030517578
resembled,18,-32.37140655517578,-40.98318862915039,8.61178207397461
earned,8,-29.86355972290039,-34.68560028076172,4.822040557861328
profited,4,-37.836578369140625,-36.685035705566406,-1.1515426635742188
matched,17,-28.891523361206055,-32.70822525024414,3.816701889038086
required,24,-29.045089721679688,-44.439186096191406,15.394096374511719
took,24,-26.698596954345703,-43.02013397216797,16.321537017822266
carried,30,-24.66378402709961,-33.85675811767578,9.192974090576172
liked,34,-29.52599334716797,-30.777042388916016,1.2510490417480469
radiated,13,-38.18330764770508,-44.49540710449219,6.312099456787109
earned,7,-34.31022262573242,-34.04010009765625,-0.2701225280761719
took,22,-25.160701751708984,-39.85923385620117,14.698532104492188
profited,2,-40.7596549987793,-45.26356506347656,4.503910064697266
profited,3,-38.07697296142578,-42.39752960205078,4.320556640625
liked,34,-34.62084197998047,-37.96578598022461,3.3449440002441406
fetched,6,-44.98786163330078,-54.493934631347656,9.506072998046875
hit,26,-31.945329666137695,-35.69987487792969,3.754545211791992
benefited,4,-31.580547332763672,-31.07022476196289,-0.5103225708007812
fetched,7,-36.9629020690918,-38.10419845581055,1.14129638671875
resembled,16,-37.49375915527344,-42.76877975463867,5.275020599365234
remembered,35,-34.52257537841797,-42.014129638671875,7.491554260253906
helped,2,-33.2480354309082,-34.364864349365234,1.1168289184570312
discharged,12,-35.30044174194336,-45.88109588623047,10.58065414428711
radiated,14,-34.92498016357422,-45.334293365478516,10.409313201904297
pushed,27,-27.713775634765625,-34.975433349609375,7.26165771484375
dropped,29,-29.67546272277832,-31.869678497314453,2.194215774536133
cost,6,-34.41994094848633,-54.56037139892578,20.140430450439453
pushed,27,-37.79996109008789,-35.714698791503906,-2.0852622985839844
hit,26,-23.61941909790039,-38.67030334472656,15.050884246826172
pushed,27,-32.81559753417969,-32.64909362792969,-0.16650390625
pushed,27,-28.975868225097656,-32.32371520996094,3.3478469848632812
resembled,17,-27.63909912109375,-35.35926055908203,7.720161437988281
hit,26,-25.272872924804688,-28.929595947265625,3.6567230224609375
heard,32,-28.695051193237305,-43.364097595214844,14.669046401977539
took,25,-27.57663917541504,-45.11463928222656,17.538000106811523
lasted,23,-22.406654357910156,-45.81961441040039,23.412960052490234
cost,9,-27.44721221923828,-42.959964752197266,15.512752532958984
earned,6,-41.58056640625,-48.8400993347168,7.259532928466797
discharged,11,-33.19251251220703,-36.408260345458984,3.215747833251953
helped,4,-32.30741882324219,-30.574722290039062,-1.732696533203125
heard,32,-29.065982818603516,-33.00546646118164,3.939483642578125
mirrored,20,-34.316131591796875,-41.65182113647461,7.335689544677734
emanated,11,-35.354637145996094,-40.438072204589844,5.08343505859375
emanated,14,-40.160335540771484,-49.47523880004883,9.314903259277344
matched,20,-28.3284969329834,-37.89911651611328,9.570619583129883
lasted,24,-23.626930236816406,-46.89259338378906,23.265663146972656
liked,34,-25.958759307861328,-42.73755645751953,16.778797149658203
dropped,29,-27.47516441345215,-32.29921340942383,4.82404899597168
strengthened,1,-30.24936866760254,-41.27143478393555,11.022066116333008
profited,5,-34.91893768310547,-31.46237564086914,-3.456562042236328
lasted,21,-22.541357040405273,-40.28813934326172,17.746782302856445
discharged,14,-37.908424377441406,-46.93267059326172,9.024246215820312
took,23,-23.28084373474121,-35.34420394897461,12.063360214233398
helped,1,-29.148502349853516,-39.08470916748047,9.936206817626953
knew,33,-25.244142532348633,-34.08903503417969,8.844892501831055
required,25,-33.0770263671875,-47.57520294189453,14.498176574707031
fetched,9,-35.12154006958008,-43.44409942626953,8.322559356689453
saw,31,-26.84670639038086,-40.29619598388672,13.44948959350586
approximated,17,-37.27178955078125,-44.45371627807617,7.181926727294922
helped,3,-28.5826473236084,-30.441993713378906,1.8593463897705078
mirrored,18,-33.699764251708984,-38.6201171875,4.920352935791016
approximated,20,-39.37431335449219,-46.33765411376953,6.963340759277344
emitted,12,-31.68836212158203,-36.62995529174805,4.941593170166016
washed,28,-31.615131378173828,-37.55744552612305,5.942314147949219
helped,5,-33.11512756347656,-28.73503875732422,-4.380088806152344
hit,26,-27.929744720458984,-32.25133514404297,4.321590423583984
liked,34,-28.832414627075195,-41.679019927978516,12.84660530090332
matched,19,-25.87549591064453,-26.17051124572754,0.2950153350830078
discharged,15,-43.37335968017578,-42.17081069946289,-1.2025489807128906
strengthened,4,-35.546966552734375,-32.768516540527344,-2.7784500122070312
carried,30,-33.53908157348633,-37.14765930175781,3.6085777282714844
required,23,-28.07137680053711,-37.23259735107422,9.16122055053711
lasted,22,-23.791351318359375,-44.821128845214844,21.02977752685547
remembered,35,-30.855976104736328,-36.49252700805664,5.6365509033203125
took,21,-21.528703689575195,-32.76158142089844,11.232877731323242
strengthened,3,-30.06524658203125,-30.992515563964844,0.9272689819335938
knew,33,-29.666488647460938,-31.9960994720459,2.329610824584961
washed,28,-36.88515853881836,-35.44472885131836,-1.4404296875
saw,31,-32.47312545776367,-33.36674499511719,0.8936195373535156
emitted,13,-33.869022369384766,-38.29036331176758,4.4213409423828125
hit,26,-32.249427795410156,-30.878719329833984,-1.3707084655761719
radiated,11,-29.83078956604004,-35.43274688720703,5.601957321166992
fetched,10,-40.93797302246094,-42.32636260986328,1.3883895874023438
carried,30,-32.57994079589844,-29.500999450683594,-3.0789413452148438
emitted,15,-39.07112503051758,-35.815399169921875,-3.255725860595703
mirrored,16,-41.362281799316406,-38.32434844970703,-3.037933349609375
required,21,-28.124177932739258,-36.203277587890625,8.079099655151367
profited,1,-38.926368713378906,-46.531986236572266,7.605617523193359
strengthened,2,-32.530372619628906,-34.336307525634766,1.8059349060058594
discharged,13,-38.85136413574219,-45.72593688964844,6.87457275390625
resembled,19,-24.44630241394043,-31.712984085083008,7.266681671142578
matched,18,-31.576396942138672,-36.14068603515625,4.564289093017578
matched,16,-38.958229064941406,-34.639427185058594,-4.3188018798828125
washed,28,-33.247989654541016,-38.573036193847656,5.325046539306641
emitted,14,-36.482032775878906,-46.336341857910156,9.85430908203125
emanated,13,-43.626773834228516,-45.955467224121094,2.328693389892578
heard,32,-25.214744567871094,-31.372058868408203,6.157314300537109
heard,32,-30.815170288085938,-38.077247619628906,7.262077331542969
benefited,2,-34.9320182800293,-37.40647888183594,2.4744606018066406
radiated,15,-41.611019134521484,-39.710906982421875,-1.9001121520996094
resembled,20,-31.27728271484375,-46.81163787841797,15.534355163574219
strengthened,5,-36.790409088134766,-27.29352569580078,-9.496883392333984
cost,8,-22.24361801147461,-41.692481994628906,19.448863983154297
dropped,29,-34.90753936767578,-32.79713439941406,-2.1104049682617188
benefited,3,-29.72663116455078,-32.592254638671875,2.8656234741210938
cost,10,-31.211841583251953,-42.990596771240234,11.778755187988281
dropped,29,-29.088584899902344,-29.291032791137695,0.20244789123535156
heard,32,-28.963869094848633,-42.84776306152344,13.883893966674805
lasted,25,-25.906423568725586,-50.56928253173828,24.662858963012695
remembered,35,-30.761463165283203,-43.387969970703125,12.626506805419922
carried,30,-29.336549758911133,-32.27099609375,2.934446334838867
carried,30,-27.85491943359375,-32.03844451904297,4.183525085449219
remembered,35,-31.85516357421875,-33.58106994628906,1.7259063720703125
benefited,5,-26.474796295166016,-29.501754760742188,3.026958465576172
benefited,1,-28.667682647705078,-41.80461502075195,13.136932373046875
earned,9,-32.4707145690918,-37.94914627075195,5.478431701660156
knew,33,-28.84844207763672,-31.55016326904297,2.70172119140625
knew,33,-30.135452270507812,-32.97611999511719,2.840667724609375
mirrored,19,-27.28143310546875,-31.18079948425293,3.8993663787841797
earned,10,-31.143346786499023,-34.57975769042969,3.436410903930664
liked,34,-29.87539291381836,-35.14519500732422,5.269802093505859
required,22,-29.501197814941406,-40.2000846862793,10.69888687133789
saw,31,-27.443410873413086,-38.38856506347656,10.945154190063477
remembered,35,-37.01303482055664,-40.874610900878906,3.8615760803222656
washed,28,-31.135269165039062,-34.385498046875,3.2502288818359375
dropped,29,-26.342864990234375,-38.23129653930664,11.888431549072266
radiated,12,-37.660335540771484,-42.51708984375,4.856754302978516
approximated,16,-47.02961730957031,-42.025543212890625,-5.0040740966796875
