verb,frame_no,active_score,passive_score,pass_drop
carried,30,-25.210601806640625,-35.835670471191406,10.625068664550781
lasted,21,-19.95075798034668,-40.34040069580078,20.3896427154541
pushed,27,-34.56861877441406,-33.98998260498047,-0.5786361694335938
profited,5,-38.77716827392578,-33.60356140136719,-5.173606872558594
heard,32,-32.88185119628906,-47.609527587890625,14.727676391601562
saw,31,-26.395999908447266,-36.82930374145508,10.433303833007812
approximated,20,-34.34764862060547,-43.42431640625,9.076667785644531
benefited,1,-28.028217315673828,-41.03322982788086,13.005012512207031
mirrored,17,-30.982616424560547,-34.747901916503906,3.7652854919433594
discharged,15,-39.89727020263672,-42.43645095825195,2.5391807556152344
knew,33,-27.96080780029297,-30.75292205810547,2.7921142578125
earned,9,-32.236637115478516,-37.8475456237793,5.610908508300781
heard,32,-30.325735092163086,-30.94131851196289,0.6155834197998047
washed,28,-34.47654724121094,-39.946632385253906,5.470085144042969
discharged,11,-35.542930603027344,-40.48808670043945,4.945156097412109
discharged,13,-38.42169189453125,-46.02518844604492,7.603496551513672
dropped,29,-29.76976203918457,-31.414260864257812,1.6444988250732422
emitted,12,-36.199623107910156,-40.158443450927734,3.958820343017578
radiated,12,-35.21330261230469,-43.93556594848633,8.72226333618164
resembled,17,-27.977645874023438,-38.77632141113281,10.798675537109375
strengthened,4,-38.78403854370117,-32.74132537841797,-6.042713165283203
benefited,3,-31.795576095581055,-31.456981658935547,-0.3385944366455078
emitted,15,-39.27553176879883,-35.794002532958984,-3.4815292358398438
emanated,14,-38.2907829284668,-44.882667541503906,6.591884613037109
required,23,-26.750957489013672,-39.39593505859375,12.644977569580078
required,22,-31.201602935791016,-42.482421875,11.280818939208984
helped,1,-25.380117416381836,-37.751678466796875,12.371561050415039
hit,26,-30.167362213134766,-32.01166534423828,1.8443031311035156
discharged,12,-39.46394348144531,-45.721519470214844,6.257575988769531
knew,33,-26.96945571899414,-34.174110412597656,7.204654693603516
discharged,14,-37.695411682128906,-43.726226806640625,6.030815124511719
saw,31,-27.76149559020996,-38.7109260559082,10.949430465698242
mirrored,20,-30.716482162475586,-38.565155029296875,7.848672866821289
required,25,-32.17255401611328,-45.393619537353516,13.221065521240234
radiated,15,-40.55369567871094,-40.01130294799805,-0.5423927307128906
required,21,-25.438919067382812,-35.9683837890625,10.529464721679688
approximated,18,-35.298728942871094,-44.27182388305664,8.973094940185547
pushed,27,-29.607999801635742,-34.45344543457031,4.84544563293457
radiated,14,-37.723209381103516,-46.28599548339844,8.562786102294922
heard,32,-21.979286193847656,-29.716690063476562,7.737403869628906
profited,3,-40.414974212646484,-38.09269714355469,-2.322277069091797
mirrored,16,-38.615745544433594,-35.638362884521484,-2.9773826599121094
knew,33,-30.26700210571289,-30.440719604492188,0.17371749877929688
emanated,11,-35.24449920654297,-42.15709686279297,6.91259765625
remembered,35,-39.60418701171875,-41.65687561035156,2.0526885986328125
took,24,-30.957597732543945,-44.83627700805664,13.878679275512695
earned,6,-41.182228088378906,-47.05821990966797,5.8759918212890625
approximated,16,-40.238365173339844,-39.84803009033203,-0.3903350830078125
took,21,-18.511737823486328,-34.477542877197266,15.965805053710938
profited,2,-39.989261627197266,-40.95429611206055,0.9650344848632812
radiated,11,-28.987098693847656,-41.20337677001953,12.216278076171875
liked,34,-33.07673645019531,-37.95196533203125,4.8752288818359375
hit,26,-27.382328033447266,-41.916282653808594,14.533954620361328
emitted,11,-33.13451385498047,-42.31909942626953,9.184585571289062
emanated,12,-43.84839630126953,-45.777976989746094,1.9295806884765625
remembered,35,-35.94239807128906,-39.1388053894043,3.1964073181152344
resembled,16,-37.661102294921875,-42.448883056640625,4.78778076171875
helped,3,-29.599292755126953,-28.643726348876953,-0.95556640625
carried,30,-33.510887145996094,-37.83934020996094,4.328453063964844
mirrored,18,-32.94833755493164,-39.954124450683594,7.005786895751953
emitted,14,-35.766014099121094,-45.844932556152344,10.07891845703125
approximated,19,-31.922077178955078,-32.287384033203125,0.3653068542480469
fetched,6,-48.58784866333008,-50.839996337890625,2.252147674560547
carried,30,-34.893898010253906,-32.00665283203125,-2.8872451782226562
strengthened,2,-31.602893829345703,-31.18958282470703,-0.4133110046386719
cost,8,-24.092056274414062,-42.69895935058594,18.606903076171875
strengthened,3,-29.012964248657227,-29.111764907836914,0.0988006591796875
fetched,7,-37.1456184387207,-38.507667541503906,1.3620491027832031
washed,28,-30.478872299194336,-36.231998443603516,5.75312614440918
liked,34,-30.106842041015625,-31.344812393188477,1.2379703521728516
remembered,35,-32.25834655761719,-31.27054214477539,-0.9878044128417969
saw,31,-31.500473022460938,-34.866580963134766,3.366107940673828
helped,2,-33.60486602783203,-32.1514778137207,-1.4533882141113281
pushed,27,-38.86896514892578,-33.13360595703125,-5.735359191894531
benefited,4,-31.352848052978516,-32.43394470214844,1.0810966491699219
lasted,25,-27.61114501953125,-50.901451110839844,23.290306091308594
hit,26,-25.630413055419922,-32.58506774902344,6.954654693603516
liked,34,-26.131258010864258,-34.13318634033203,8.001928329467773
took,23,-22.27427864074707,-37.824249267578125,15.549970626831055
remembered,35,-31.8939208984375,-42.06358337402344,10.169662475585938
remembered,35,-30.04277992248535,-35.02385711669922,4.981077194213867
washed,28,-36.311012268066406,-42.69527816772461,6.384265899658203
earned,7,-31.490589141845703,-35.120487213134766,3.6298980712890625
helped,5,-30.92464828491211,-29.104721069335938,-1.8199272155761719
cost,10,-29.750442504882812,-43.98627471923828,14.235832214355469
liked,34,-28.324443817138672,-39.774139404296875,11.449695587158203
cost,6,-37.915138244628906,-52.522518157958984,14.607379913330078
mirrored,19,-27.62590789794922,-28.647945404052734,1.0220375061035156
matched,20,-24.883230209350586,-39.45412063598633,14.570890426635742
approximated,17,-33.97499465942383,-40.80155944824219,6.826564788818359
liked,34,-28.81563949584961,-41.988189697265625,13.172550201416016
resembled,18,-30.505111694335938,-41.11027908325195,10.605167388916016
matched,16,-35.16381072998047,-37.222225189208984,2.0584144592285156
washed,28,-32.80137634277344,-36.105369567871094,3.3039932250976562
pushed,27,-32.85743713378906,-33.344600677490234,0.4871635437011719
matched,17,-29.989665985107422,-35.504234313964844,5.514568328857422
took,25,-24.34290885925293,-45.73714065551758,21.39423179626465
heard,32,-32.748313903808594,-35.792320251464844,3.04400634765625
dropped,29,-27.78055763244629,-38.634552001953125,10.853994369506836
knew,33,-26.72785186767578,-32.60346984863281,5.875617980957031
benefited,2,-40.35871505737305,-34.90856170654297,-5.450153350830078
hit,26,-28.99210548400879,-32.73930358886719,3.7471981048583984
resembled,19,-25.702316284179688,-33.408721923828125,7.7064056396484375
emitted,13,-30.231464385986328,-36.67403793334961,6.442573547363281
profited,4,-40.809513092041016,-36.00060272216797,-4.808910369873047
lasted,22,-24.54631805419922,-50.15105056762695,25.604732513427734
emanated,15,-42.69232940673828,-40.42369079589844,-2.2686386108398438
matched,19,-26.581436157226562,-29.09786605834961,2.516429901123047
hit,26,-31.1002254486084,-33.80255126953125,2.7023258209228516
saw,31,-30.166114807128906,-34.419864654541016,4.253749847412109
earned,10,-29.93374252319336,-33.89863586425781,3.964893341064453
cost,7,-26.66325569152832,-41.9593505859375,15.29609489440918
required,24,-33.480995178222656,-46.759132385253906,13.27813720703125
fetched,9,-40.773193359375,-41.9945068359375,1.2213134765625
washed,28,-35.36551284790039,-37.72872543334961,2.3632125854492188
fetched,8,-33.15285873413086,-39.52800369262695,6.375144958496094
carried,30,-25.598119735717773,-34.96699142456055,9.368871688842773
emanated,13,-43.39318084716797,-42.13786315917969,-1.2553176879882812
fetched,10,-40.380645751953125,-43.209228515625,2.828582763671875
benefited,5,-28.36111831665039,-32.335166931152344,3.974048614501953
strengthened,5,-33.60566329956055,-28.130163192749023,-5.475500106811523
took,22,-25.579511642456055,-45.17829132080078,19.598779678344727
radiated,13,-37.3321533203125,-42.25576400756836,4.923610687255859
lasted,23,-22.891836166381836,-46.875244140625,23.983407974243164
dropped,29,-29.722177505493164,-33.065460205078125,3.343282699584961
lasted,24,-28.144393920898438,-51.3841667175293,23.23977279663086
strengthened,1,-28.48543930053711,-39.420684814453125,10.935245513916016
matched,18,-32.136539459228516,-40.02096939086914,7.884429931640625
cost,9,-28.1843204498291,-43.69061279296875,15.506292343139648
heard,32,-29.6346435546875,-40.402191162109375,10.767547607421875
dropped,29,-36.3316650390625,-31.901350021362305,-4.430315017700195
dropped,29,-28.722381591796875,-32.990421295166016,4.268039703369141
helped,4,-32.84777069091797,-29.58428955078125,-3.2634811401367188
resembled,20,-27.892742156982422,-47.618324279785156,19.725582122802734
knew,33,-28.961896896362305,-36.378421783447266,7.416524887084961
saw,31,-27.652976989746094,-30.476852416992188,2.8238754272460938
profited,1,-37.78068923950195,-48.20395278930664,10.423263549804688
carried,30,-29.61052131652832,-29.97283172607422,0.36231040954589844
pushed,27,-33.58082962036133,-34.12562942504883,0.5447998046875
earned,8,-28.88318634033203,-35.244117736816406,6.360931396484375
