verb,frame_no,active_score,passive_score,pass_drop
discharged,12,-42.85926818847656,-46.96282196044922,4.103553771972656
matched,20,-28.479022979736328,-38.0243034362793,9.545280456542969
emanated,15,-43.422889709472656,-42.77372741699219,-0.6491622924804688
profited,4,-39.135536193847656,-36.80072021484375,-2.3348159790039062
emanated,12,-43.51499938964844,-49.2180290222168,5.703029632568359
took,23,-23.21633529663086,-31.56815528869629,8.35181999206543
emanated,11,-38.702552795410156,-39.987308502197266,1.2847557067871094
carried,30,-33.011905670166016,-27.789304733276367,-5.222600936889648
approximated,16,-40.72120666503906,-38.19270324707031,-2.52850341796875
strengthened,4,-37.70307922363281,-34.758975982666016,-2.944103240966797
lasted,22,-22.682239532470703,-41.597068786621094,18.91482925415039
earned,9,-32.431827545166016,-38.2056770324707,5.7738494873046875
remembered,35,-36.308868408203125,-40.573001861572266,4.264133453369141
earned,7,-36.80356979370117,-33.66749572753906,-3.1360740661621094
washed,28,-32.301795959472656,-33.90873718261719,1.6069412231445312
took,25,-26.02487564086914,-40.97502136230469,14.950145721435547
saw,31,-26.28880500793457,-30.10869598388672,3.8198909759521484
liked,34,-28.766016006469727,-31.707975387573242,2.9419593811035156
dropped,29,-30.984180450439453,-32.1522102355957,1.16802978515625
required,25,-33.3670539855957,-44.10197830200195,10.73492431640625
liked,34,-34.227760314941406,-35.91887664794922,1.6911163330078125
mirrored,17,-31.903356552124023,-36.85778045654297,4.954423904418945
mirrored,18,-34.48466110229492,-39.08674621582031,4.602085113525391
saw,31,-31.18911361694336,-32.571224212646484,1.382110595703125
took,22,-23.151329040527344,-34.653438568115234,11.50210952758789
emanated,13,-38.09619140625,-47.35811996459961,9.26192855834961
lasted,24,-25.183866500854492,-51.820621490478516,26.636754989624023
helped,4,-31.890296936035156,-29.030202865600586,-2.8600940704345703
dropped,29,-28.061546325683594,-41.40044021606445,13.33889389038086
required,24,-30.474018096923828,-47.65119171142578,17.177173614501953
matched,18,-33.59021759033203,-38.17042541503906,4.580207824707031
profited,3,-35.33134460449219,-42.84447479248047,7.513130187988281
