verb,frame_no,active_score,passive_score,pass_drop
heard,32,-31.188560485839844,-33.41312026977539,2.224559783935547
profited,4,-38.14965057373047,-34.81077575683594,-3.3388748168945312
cost,7,-28.511127471923828,-42.134944915771484,13.623817443847656
hit,26,-25.37433624267578,-32.352962493896484,6.978626251220703
matched,16,-36.354713439941406,-38.86383056640625,2.5091171264648438
dropped,29,-29.45346450805664,-34.04374313354492,4.590278625488281
lasted,24,-26.62531089782715,-53.13624572753906,26.510934829711914
saw,31,-28.669166564941406,-35.829978942871094,7.1608123779296875
saw,31,-27.6163330078125,-40.71076965332031,13.094436645507812
matched,19,-27.091936111450195,-26.568359375,-0.5235767364501953
radiated,14,-33.53770446777344,-43.96957778930664,10.431873321533203
helped,5,-31.381668090820312,-30.49993896484375,-0.8817291259765625
profited,5,-35.591495513916016,-37.81085205078125,2.2193565368652344
heard,32,-30.429922103881836,-37.034812927246094,6.604890823364258
carried,30,-32.16667938232422,-40.87488555908203,8.708206176757812
saw,31,-29.877912521362305,-41.68955993652344,11.811647415161133
hit,26,-31.82000732421875,-33.1079216003418,1.2879142761230469
remembered,35,-37.64524459838867,-42.6427116394043,4.997467041015625
required,21,-26.340274810791016,-34.26884841918945,7.9285736083984375
pushed,27,-31.691654205322266,-36.13115310668945,4.4394989013671875
emanated,12,-45.427284240722656,-47.43944549560547,2.0121612548828125
benefited,4,-32.38773727416992,-33.059146881103516,0.6714096069335938
matched,20,-28.294574737548828,-37.963260650634766,9.668685913085938
lasted,21,-21.0941219329834,-40.48985290527344,19.39573097229004
emanated,11,-34.10393142700195,-38.22679138183594,4.122859954833984
required,22,-29.73634910583496,-38.209354400634766,8.473005294799805
remembered,35,-30.645572662353516,-42.970458984375,12.324886322021484
earned,10,-29.54830551147461,-37.0447998046875,7.496494293212891
pushed,27,-38.98249816894531,-36.235721588134766,-2.746776580810547
took,21,-20.362998962402344,-30.07187843322754,9.708879470825195
dropped,29,-36.27397155761719,-33.89823532104492,-2.3757362365722656
carried,30,-32.68913650512695,-28.59510612487793,-4.094030380249023
lasted,25,-28.193449020385742,-53.3973388671875,25.203889846801758
emitted,11,-35.2484245300293,-37.759521484375,2.511096954345703
radiated,12,-41.75300216674805,-47.41504669189453,5.662044525146484
emitted,15,-38.21136474609375,-36.415855407714844,-1.7955093383789062
strengthened,3,-28.346147537231445,-31.6656494140625,3.3195018768310547
took,25,-28.914897918701172,-43.05821990966797,14.143321990966797
benefited,3,-27.27269172668457,-32.910728454589844,5.638036727905273
benefited,1,-30.644020080566406,-40.71086120605469,10.066841125488281
knew,33,-24.199169158935547,-38.943172454833984,14.744003295898438
pushed,27,-30.643705368041992,-36.23553466796875,5.591829299926758
emanated,13,-40.92295837402344,-42.48509216308594,1.5621337890625
knew,33,-29.00109100341797,-32.422630310058594,3.421539306640625
helped,2,-33.7286376953125,-37.231849670410156,3.5032119750976562
radiated,15,-41.57197570800781,-42.11146545410156,0.53948974609375
mirrored,16,-39.40862274169922,-38.66041564941406,-0.7482070922851562
strengthened,4,-35.979957580566406,-32.80232238769531,-3.1776351928710938
discharged,14,-37.473907470703125,-42.21376419067383,4.739856719970703
remembered,35,-31.973039627075195,-40.81845474243164,8.845415115356445
resembled,19,-25.85725975036621,-31.17539405822754,5.318134307861328
hit,26,-32.87946319580078,-34.78652572631836,1.9070625305175781
cost,10,-30.96454429626465,-44.963531494140625,13.998987197875977
knew,33,-27.505964279174805,-38.99530792236328,11.489343643188477
discharged,11,-35.75465393066406,-34.813045501708984,-0.9416084289550781
washed,28,-33.03199768066406,-38.83706283569336,5.805065155029297
lasted,23,-23.48908233642578,-50.709686279296875,27.220603942871094
emitted,12,-33.26240158081055,-41.53472900390625,8.272327423095703
fetched,7,-37.04411315917969,-40.14393615722656,3.099822998046875
remembered,35,-32.29168701171875,-33.99474334716797,1.7030563354492188
profited,2,-44.70632553100586,-44.88612365722656,0.17979812622070312
earned,6,-46.925167083740234,-44.85546112060547,-2.0697059631347656
emitted,13,-35.03760528564453,-40.037315368652344,4.9997100830078125
discharged,15,-40.71156692504883,-43.579647064208984,2.8680801391601562
approximated,16,-40.7115478515625,-41.40037155151367,0.6888236999511719
approximated,20,-38.14214324951172,-43.47785186767578,5.3357086181640625
took,22,-26.559860229492188,-38.52988052368164,11.970020294189453
liked,34,-30.99236297607422,-42.715572357177734,11.723209381103516
cost,6,-43.37395095825195,-50.54336166381836,7.169410705566406
carried,30,-24.464004516601562,-33.273529052734375,8.809524536132812
strengthened,2,-34.466331481933594,-37.08056640625,2.6142349243164062
earned,8,-34.57303237915039,-31.866527557373047,-2.7065048217773438
emanated,14,-34.175445556640625,-44.96499252319336,10.789546966552734
hit,26,-31.89608383178711,-31.91693115234375,0.020847320556640625
required,25,-34.18946838378906,-45.45992660522461,11.270458221435547
mirrored,18,-34.30682373046875,-36.85014343261719,2.5433197021484375
carried,30,-28.210670471191406,-34.14379119873047,5.9331207275390625
fetched,8,-36.0123291015625,-38.926910400390625,2.914581298828125
resembled,16,-37.28575134277344,-47.343467712402344,10.057716369628906
pushed,27,-31.223861694335938,-33.305335998535156,2.0814743041992188
resembled,20,-30.94480323791504,-45.947608947753906,15.002805709838867
knew,33,-27.479612350463867,-35.65718078613281,8.177568435668945
washed,28,-34.61939239501953,-42.216026306152344,7.5966339111328125
hit,26,-25.879417419433594,-40.82404708862305,14.944629669189453
