verb,frame_no,active_score,passive_score,pass_drop
strengthened,3,-28.657405853271484,-29.29497528076172,0.6375694274902344
remembered,35,-30.956111907958984,-33.35713577270508,2.4010238647460938
approximated,18,-43.84326171875,-44.05864715576172,0.21538543701171875
emitted,15,-38.534854888916016,-41.62847137451172,3.093616485595703
knew,33,-27.761207580566406,-37.23124694824219,9.470039367675781
approximated,20,-38.51784896850586,-45.91552734375,7.397678375244141
discharged,11,-29.473575592041016,-34.30264663696289,4.829071044921875
fetched,10,-34.971500396728516,-44.61841583251953,9.646915435791016
washed,28,-34.88703536987305,-38.867088317871094,3.980052947998047
helped,3,-29.287864685058594,-30.370920181274414,1.0830554962158203
emanated,12,-42.20887756347656,-44.007598876953125,1.7987213134765625
emitted,14,-39.433921813964844,-42.64671325683594,3.2127914428710938
washed,28,-32.9005012512207,-41.10356903076172,8.203067779541016
mirrored,16,-42.56549835205078,-37.1123046875,-5.453193664550781
required,25,-33.86878967285156,-43.998268127441406,10.129478454589844
profited,4,-39.868160247802734,-35.7840576171875,-4.084102630615234
fetched,7,-34.824100494384766,-38.39842224121094,3.574321746826172
took,22,-25.697647094726562,-42.920631408691406,17.222984313964844
dropped,29,-28.500486373901367,-34.588951110839844,6.088464736938477
matched,17,-31.96549415588379,-37.553184509277344,5.587690353393555
cost,10,-30.845985412597656,-43.4903564453125,12.644371032714844
pushed,27,-36.09965515136719,-36.23948287963867,0.13982772827148438
knew,33,-27.47550392150879,-34.45398712158203,6.978483200073242
lasted,22,-22.29218101501465,-46.24403381347656,23.951852798461914
discharged,12,-38.80699157714844,-43.78114318847656,4.974151611328125
benefited,3,-29.212158203125,-33.75353240966797,4.541374206542969
heard,32,-30.155261993408203,-32.72273635864258,2.567474365234375
fetched,8,-35.883460998535156,-38.411190032958984,2.527729034423828
cost,8,-24.24203872680664,-39.74900817871094,15.506969451904297
emanated,15,-45.75505065917969,-44.93309020996094,-0.82196044921875
hit,26,-35.18244934082031,-34.94083023071289,-0.24161911010742188
dropped,29,-31.195207595825195,-33.06432342529297,1.8691158294677734
knew,33,-29.927108764648438,-37.67920684814453,7.752098083496094
profited,3,-40.92219924926758,-39.15339660644531,-1.7688026428222656
strengthened,5,-35.36585998535156,-28.157075881958008,-7.208784103393555
fetched,9,-36.13731384277344,-41.464359283447266,5.327045440673828
remembered,35,-32.837249755859375,-35.499107360839844,2.6618576049804688
fetched,6,-43.38555145263672,-48.22798538208008,4.842433929443359
heard,32,-32.364322662353516,-47.01791763305664,14.653594970703125
hit,26,-28.80708885192871,-32.83893585205078,4.03184700012207
emitted,13,-30.481067657470703,-37.2686767578125,6.787609100341797
saw,31,-24.581911087036133,-42.01150131225586,17.429590225219727
cost,6,-36.70873260498047,-47.139404296875,10.430671691894531
