verb,frame_no,active_score,passive_score,pass_drop
helped,2,-35.36555480957031,-33.547054290771484,-1.8185005187988281
emanated,14,-34.671775817871094,-44.09239196777344,9.420616149902344
benefited,3,-31.93057632446289,-33.55712127685547,1.6265449523925781
liked,34,-28.851198196411133,-33.38518524169922,4.533987045288086
fetched,8,-35.377708435058594,-44.88099670410156,9.503288269042969
saw,31,-29.682279586791992,-33.78516387939453,4.102884292602539
mirrored,19,-27.743446350097656,-28.56814956665039,0.8247032165527344
profited,2,-44.379180908203125,-41.39020538330078,-2.9889755249023438
mirrored,18,-33.10882568359375,-37.73257064819336,4.623744964599609
dropped,29,-33.98972702026367,-32.163856506347656,-1.8258705139160156
earned,10,-30.97160530090332,-37.58930206298828,6.617696762084961
discharged,14,-38.250030517578125,-44.2501220703125,6.000091552734375
strengthened,5,-36.47203063964844,-30.893596649169922,-5.578433990478516
benefited,2,-40.267822265625,-36.75674057006836,-3.5110816955566406
helped,1,-28.40288543701172,-38.26885223388672,9.865966796875
emanated,13,-39.38356399536133,-42.76200866699219,3.3784446716308594
resembled,16,-42.06877136230469,-41.7166748046875,-0.3520965576171875
took,25,-26.988054275512695,-45.29194641113281,18.303892135620117
hit,26,-30.270849227905273,-31.533893585205078,1.2630443572998047
approximated,18,-36.1517219543457,-42.11366271972656,5.961940765380859
matched,18,-31.019886016845703,-36.819366455078125,5.799480438232422
carried,30,-27.66754150390625,-33.210472106933594,5.542930603027344
earned,6,-43.515167236328125,-54.36286163330078,10.847694396972656
pushed,27,-35.921875,-33.075218200683594,-2.8466567993164062
heard,32,-25.257801055908203,-29.82501983642578,4.567218780517578
required,24,-33.49602508544922,-44.13978958129883,10.64376449584961
lasted,21,-20.540164947509766,-40.810386657714844,20.270221710205078
knew,33,-26.33085060119629,-33.570518493652344,7.239667892456055
remembered,35,-36.12089157104492,-43.887840270996094,7.766948699951172
carried,30,-30.994359970092773,-31.658761978149414,0.6644020080566406
matched,16,-38.360008239746094,-35.83278274536133,-2.5272254943847656
radiated,15,-40.40406036376953,-37.27430725097656,-3.1297531127929688
benefited,4,-33.19152069091797,-33.18006896972656,-0.01145172119140625
pushed,27,-27.070262908935547,-29.092002868652344,2.021739959716797
knew,33,-23.857147216796875,-34.76142883300781,10.904281616210938
took,22,-24.858806610107422,-38.201595306396484,13.342788696289062
hit,26,-35.09629440307617,-32.411842346191406,-2.6844520568847656
cost,7,-25.799182891845703,-41.126983642578125,15.327800750732422
helped,3,-28.744041442871094,-30.956497192382812,2.2124557495117188
washed,28,-32.25780487060547,-38.467647552490234,6.209842681884766
dropped,29,-26.363880157470703,-38.122703552246094,11.75882339477539
resembled,20,-28.937480926513672,-42.708770751953125,13.771289825439453
saw,31,-24.41290283203125,-40.91677474975586,16.50387191772461
approximated,19,-32.93328094482422,-32.211692810058594,-0.721588134765625
strengthened,1,-30.417953491210938,-40.181732177734375,9.763778686523438
hit,26,-23.55170440673828,-39.899574279785156,16.347869873046875
dropped,29,-28.6223201751709,-32.90642166137695,4.284101486206055
radiated,13,-35.81270217895508,-42.16181945800781,6.349117279052734
required,22,-27.668373107910156,-37.53420639038086,9.865833282470703
liked,34,-29.618589401245117,-41.632774353027344,12.014184951782227
matched,20,-26.375598907470703,-36.25028991699219,9.874691009521484
discharged,11,-32.916160583496094,-40.22910690307617,7.312946319580078
hit,26,-31.77295684814453,-33.74681854248047,1.9738616943359375
helped,5,-33.103912353515625,-30.400487899780273,-2.7034244537353516
profited,1,-37.78423309326172,-47.35554122924805,9.571308135986328
emanated,15,-39.20806121826172,-39.25853729248047,0.05047607421875
washed,28,-34.89501190185547,-33.298004150390625,-1.5970077514648438
remembered,35,-35.188838958740234,-40.767459869384766,5.578620910644531
liked,34,-26.665821075439453,-41.02940368652344,14.363582611083984
