verb,frame_no,active_score,passive_score,pass_drop
earned,9,-29.75098991394043,-40.620853424072266,10.869863510131836
profited,5,-36.509517669677734,-36.34311294555664,-0.16640472412109375
knew,33,-27.268522262573242,-34.191368103027344,6.922845840454102
carried,30,-32.46957015991211,-36.84458923339844,4.375019073486328
emanated,11,-31.284526824951172,-41.684661865234375,10.400135040283203
required,25,-34.13182830810547,-47.80165100097656,13.669822692871094
lasted,22,-21.139408111572266,-47.53266906738281,26.393260955810547
cost,9,-25.143089294433594,-44.90760803222656,19.76451873779297
saw,31,-26.319948196411133,-32.218597412109375,5.898649215698242
knew,33,-28.478687286376953,-32.524803161621094,4.046115875244141
pushed,27,-30.367332458496094,-32.734764099121094,2.367431640625
heard,32,-29.1751708984375,-33.69636154174805,4.521190643310547
mirrored,20,-30.549449920654297,-36.49689483642578,5.947444915771484
mirrored,16,-38.904518127441406,-37.663185119628906,-1.2413330078125
saw,31,-33.330650329589844,-33.95949172973633,0.6288414001464844
lasted,25,-25.22857666015625,-52.120975494384766,26.892398834228516
profited,4,-38.431053161621094,-38.090415954589844,-0.34063720703125
benefited,5,-30.547033309936523,-33.59953689575195,3.0525035858154297
dropped,29,-31.592361450195312,-33.49700927734375,1.9046478271484375
washed,28,-33.004451751708984,-34.706932067871094,1.7024803161621094
helped,4,-33.992431640625,-30.86981964111328,-3.1226119995117188
heard,32,-33.31847381591797,-37.69218444824219,4.373710632324219
profited,3,-33.34870529174805,-41.73582077026367,8.387115478515625
took,21,-19.615100860595703,-32.50641632080078,12.891315460205078
emitted,14,-36.833404541015625,-42.88634490966797,6.052940368652344
emitted,11,-32.81787872314453,-39.69053649902344,6.872657775878906
strengthened,3,-29.964643478393555,-31.287155151367188,1.3225116729736328
pushed,27,-27.057079315185547,-34.78291320800781,7.725833892822266
discharged,12,-37.812591552734375,-40.43666458129883,2.624073028564453
fetched,6,-48.15924072265625,-59.18474578857422,11.025505065917969
emitted,15,-38.713661193847656,-31.4755859375,-7.238075256347656
radiated,14,-32.30915451049805,-44.527671813964844,12.218517303466797
earned,8,-32.2786865234375,-37.133628845214844,4.854942321777344
fetched,10,-37.72842025756836,-45.20679473876953,7.478374481201172
cost,10,-30.411880493164062,-46.68689727783203,16.27501678466797
carried,30,-35.537166595458984,-30.041099548339844,-5.496067047119141
took,24,-29.812152862548828,-41.298851013183594,11.486698150634766
lasted,23,-23.345775604248047,-43.35575866699219,20.00998306274414
liked,34,-29.02825355529785,-30.230915069580078,1.2026615142822266
mirrored,17,-31.07248306274414,-34.8956298828125,3.8231468200683594
remembered,35,-27.378082275390625,-43.08624267578125,15.708160400390625
resembled,18,-32.616294860839844,-39.04690170288086,6.430606842041016
resembled,17,-26.034910202026367,-36.92875671386719,10.89384651184082
knew,33,-31.055435180664062,-38.71176528930664,7.656330108642578
approximated,16,-44.121490478515625,-40.94968032836914,-3.1718101501464844
cost,8,-22.957950592041016,-40.701202392578125,17.74325180053711
liked,34,-31.094629287719727,-35.875213623046875,4.780584335327148
heard,32,-31.638654708862305,-43.2257080078125,11.587053298950195
strengthened,2,-34.89996337890625,-33.805419921875,-1.09454345703125
fetched,9,-36.460845947265625,-45.569122314453125,9.1082763671875
emanated,12,-42.378509521484375,-41.51099395751953,-0.8675155639648438
strengthened,4,-37.40589904785156,-36.189048767089844,-1.2168502807617188
hit,26,-27.975006103515625,-31.796566009521484,3.8215599060058594
approximated,20,-34.97288513183594,-41.21811294555664,6.245227813720703
benefited,1,-28.27528190612793,-41.219425201416016,12.944143295288086
took,23,-23.01664161682129,-35.98768997192383,12.971048355102539
earned,7,-34.13872528076172,-36.47324752807617,2.334522247314453
radiated,11,-29.852581024169922,-42.12876892089844,12.276187896728516
pushed,27,-32.41676712036133,-34.536869049072266,2.1201019287109375
emitted,12,-34.4479866027832,-34.27140808105469,-0.17657852172851562
cost,6,-40.2791633605957,-56.19157409667969,15.912410736083984
emitted,13,-35.1061897277832,-35.88252258300781,0.7763328552246094
fetched,7,-35.282894134521484,-42.52842712402344,7.245532989501953
carried,30,-24.131729125976562,-34.698421478271484,10.566692352294922
lasted,24,-25.290687561035156,-50.290828704833984,25.000141143798828
matched,19,-29.159343719482422,-26.746196746826172,-2.41314697265625
washed,28,-33.5797004699707,-35.54313659667969,1.9634361267089844
matched,17,-27.911956787109375,-34.11106872558594,6.1991119384765625
required,21,-27.236778259277344,-35.6873893737793,8.450611114501953
washed,28,-34.882415771484375,-38.22938537597656,3.3469696044921875
dropped,29,-31.10327911376953,-30.99298095703125,-0.11029815673828125
discharged,13,-40.81524658203125,-42.50309753417969,1.6878509521484375
discharged,15,-38.215087890625,-37.956634521484375,-0.258453369140625
heard,32,-29.11096954345703,-40.378456115722656,11.267486572265625
radiated,12,-33.26772689819336,-40.451202392578125,7.183475494384766
remembered,35,-30.923295974731445,-36.764381408691406,5.841085433959961
required,23,-26.66478157043457,-36.88968276977539,10.22490119934082
remembered,35,-28.570552825927734,-32.485931396484375,3.9153785705566406
saw,31,-26.685707092285156,-40.59026336669922,13.904556274414062
resembled,19,-26.767162322998047,-30.960620880126953,4.193458557128906
approximated,17,-29.389814376831055,-40.32665252685547,10.936838150024414
