verb,frame_no,active_score,passive_score,pass_drop
profited,5,-37.51387023925781,-32.58049011230469,-4.933380126953125
took,22,-25.07341194152832,-40.128684997558594,15.055273056030273
earned,7,-33.9103889465332,-33.38136291503906,-0.5290260314941406
resembled,16,-42.27818298339844,-43.64347839355469,1.36529541015625
heard,32,-27.340267181396484,-33.70510482788086,6.364837646484375
took,25,-24.70299530029297,-45.66075134277344,20.95775604248047
pushed,27,-28.42403793334961,-31.05043601989746,2.6263980865478516
discharged,14,-38.23096466064453,-44.1927375793457,5.961772918701172
took,23,-23.028470993041992,-38.11365509033203,15.085184097290039
knew,33,-30.58732795715332,-31.65782928466797,1.0705013275146484
pushed,27,-39.07785415649414,-35.028770446777344,-4.049083709716797
lasted,22,-23.25489044189453,-47.522369384765625,24.267478942871094
cost,6,-41.434913635253906,-55.5018424987793,14.06692886352539
fetched,6,-51.42319869995117,-57.233551025390625,5.810352325439453
emanated,15,-46.02459716796875,-45.92194366455078,-0.10265350341796875
pushed,27,-28.21063995361328,-39.31066131591797,11.100021362304688
washed,28,-31.586402893066406,-38.69270324707031,7.106300354003906
benefited,4,-33.965476989746094,-34.19010925292969,0.22463226318359375
profited,3,-32.216064453125,-36.70885467529297,4.492790222167969
saw,31,-27.08125114440918,-39.81855010986328,12.737298965454102
helped,1,-29.12820816040039,-38.365516662597656,9.237308502197266
approximated,19,-31.408946990966797,-30.961902618408203,-0.44704437255859375
earned,8,-30.35584259033203,-35.87666320800781,5.520820617675781
heard,32,-33.2939338684082,-36.978004455566406,3.684070587158203
mirrored,20,-32.89481735229492,-38.93730163574219,6.042484283447266
remembered,35,-30.098073959350586,-41.248321533203125,11.150247573852539
discharged,13,-38.994842529296875,-44.895263671875,5.900421142578125
liked,34,-29.27223777770996,-36.107704162597656,6.835466384887695
helped,5,-32.07215881347656,-27.458755493164062,-4.6134033203125
hit,26,-32.56526565551758,-34.880802154541016,2.3155364990234375
required,24,-33.13349151611328,-47.75465393066406,14.621162414550781
heard,32,-28.741722106933594,-42.02948760986328,13.287765502929688
pushed,27,-33.34248733520508,-35.29895782470703,1.9564704895019531
resembled,17,-29.382442474365234,-39.7593994140625,10.376956939697266
carried,30,-26.273515701293945,-37.80077362060547,11.527257919311523
liked,34,-34.95167541503906,-38.083030700683594,3.1313552856445312
liked,34,-28.256912231445312,-40.284690856933594,12.027778625488281
benefited,2,-37.55101776123047,-34.3656120300293,-3.185405731201172
matched,16,-36.62247085571289,-37.04679489135742,0.42432403564453125
matched,19,-24.849685668945312,-27.29833221435547,2.4486465454101562
carried,30,-31.711641311645508,-34.91773986816406,3.2060985565185547
resembled,19,-25.600860595703125,-31.762897491455078,6.162036895751953
carried,30,-27.42216682434082,-33.399147033691406,5.976980209350586
dropped,29,-28.540559768676758,-33.52656936645508,4.98600959777832
fetched,10,-33.756927490234375,-45.257022857666016,11.50009536743164
emanated,11,-31.09096908569336,-46.434356689453125,15.343387603759766
required,21,-28.240388870239258,-34.60013198852539,6.359743118286133
carried,30,-34.08008575439453,-32.42028045654297,-1.6598052978515625
heard,32,-32.718902587890625,-43.82127380371094,11.102371215820312
lasted,25,-27.351028442382812,-53.86679458618164,26.515766143798828
profited,4,-37.94436264038086,-34.996315002441406,-2.948047637939453
emanated,14,-36.05543518066406,-47.08784484863281,11.03240966796875
required,23,-30.240022659301758,-36.01637649536133,5.77635383605957
benefited,3,-24.379940032958984,-30.355161666870117,5.975221633911133
strengthened,5,-35.388980865478516,-28.822002410888672,-6.566978454589844
strengthened,2,-35.564083099365234,-33.21123123168945,-2.3528518676757812
cost,10,-30.345348358154297,-47.72777557373047,17.382427215576172
approximated,17,-35.45097732543945,-40.17833709716797,4.727359771728516
discharged,12,-44.41474151611328,-43.88626480102539,-0.5284767150878906
knew,33,-27.536884307861328,-40.11373519897461,12.576850891113281
approximated,18,-36.38276290893555,-42.5291633605957,6.146400451660156
emitted,13,-29.25087547302246,-39.768070220947266,10.517194747924805
dropped,29,-37.18328857421875,-33.718605041503906,-3.4646835327148438
dropped,29,-27.391483306884766,-37.84696578979492,10.455482482910156
cost,9,-29.28046417236328,-41.238807678222656,11.958343505859375
radiated,12,-38.36129379272461,-44.88581085205078,6.524517059326172
strengthened,3,-26.23029136657715,-29.654220581054688,3.423929214477539
emitted,12,-34.0712890625,-37.834564208984375,3.763275146484375
took,24,-28.39426040649414,-50.784637451171875,22.390377044677734
emanated,13,-37.135093688964844,-46.934715270996094,9.79962158203125
washed,28,-29.16204833984375,-40.321044921875,11.15899658203125
earned,6,-42.25865173339844,-53.18543243408203,10.926780700683594
helped,2,-33.565208435058594,-31.64703369140625,-1.9181747436523438
strengthened,1,-32.55530548095703,-41.853965759277344,9.298660278320312
radiated,15,-42.741546630859375,-43.806495666503906,1.0649490356445312
resembled,20,-31.734920501708984,-47.406837463378906,15.671916961669922
required,22,-31.805143356323242,-39.55952835083008,7.754384994506836
knew,33,-26.3897705078125,-33.85160446166992,7.461833953857422
fetched,8,-32.54988098144531,-43.433258056640625,10.883377075195312
mirrored,17,-31.36623764038086,-36.89757537841797,5.531337738037109
emitted,14,-39.363861083984375,-45.31049346923828,5.946632385253906
radiated,14,-37.29137420654297,-43.85063934326172,6.55926513671875
hit,26,-25.183399200439453,-39.29254913330078,14.109149932861328
lasted,21,-21.338537216186523,-41.906246185302734,20.56770896911621
cost,8,-23.720169067382812,-41.50872802734375,17.788558959960938
knew,33,-28.192337036132812,-34.96217346191406,6.76983642578125
took,21,-19.57798194885254,-33.33739471435547,13.75941276550293
dropped,29,-33.34272003173828,-31.30316162109375,-2.0395584106445312
mirrored,18,-32.462120056152344,-38.34235382080078,5.8802337646484375
emitted,11,-32.355464935302734,-42.742252349853516,10.386787414550781
hit,26,-32.436519622802734,-32.46483612060547,0.028316497802734375
required,25,-31.45965003967285,-44.51591491699219,13.056264877319336
helped,3,-25.663982391357422,-27.90764617919922,2.243663787841797
liked,34,-29.205698013305664,-31.79846954345703,2.592771530151367
mirrored,19,-23.104677200317383,-28.636295318603516,5.531618118286133
remembered,35,-29.456607818603516,-33.8209228515625,4.364315032958984
washed,28,-31.149986267089844,-36.68962478637695,5.539638519287109
emitted,15,-41.47637939453125,-36.187225341796875,-5.289154052734375
lasted,23,-23.283199310302734,-48.1123046875,24.829105377197266
mirrored,16,-41.73331832885742,-39.02845764160156,-2.7048606872558594
remembered,35,-37.2843017578125,-42.788177490234375,5.503875732421875
carried,30,-32.388282775878906,-38.58125305175781,6.192970275878906
matched,17,-30.66364097595215,-35.465240478515625,4.801599502563477
discharged,11,-32.773284912109375,-42.01471710205078,9.241432189941406
dropped,29,-31.963966369628906,-34.556907653808594,2.5929412841796875
saw,31,-35.43518829345703,-33.91437911987305,-1.5208091735839844
remembered,35,-33.8828010559082,-39.74994659423828,5.867145538330078
cost,7,-26.157764434814453,-41.90122985839844,15.743465423583984
matched,20,-28.922855377197266,-39.83264923095703,10.909793853759766
profited,1,-34.29196548461914,-45.95376968383789,11.66180419921875
resembled,18,-28.975059509277344,-42.495513916015625,13.520454406738281
